Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
High nuclear RBM3 expression is associated with an improved prognosis in colorectal cancer.,"Hjelm B, Brennan DJ, Zendehrokh N, Eberhard J, Nodin B, Gaber A, Pontén F, Johannesson H, Smaragdi K, Frantz C, Hober S, Johnson LB, Påhlman S, Jirström K, Uhlen M",Proteomics Clin Appl,2011,2011-12-00,2011-10-01,5,11-12,624-635,10.1002/prca.201100020,21956899,Tissue Profiling,,51f66210bc9f4fdc8ad849038b7e87cc,https://publications.scilifelab.se/publication/51f66210bc9f4fdc8ad849038b7e87cc,https://doi.org/10.1002/prca.201100020,https://www.ncbi.nlm.nih.gov/pubmed/21956899
A complex genomic rearrangement involving the endothelin 3 locus causes dermal hyperpigmentation in the chicken.,"Dorshorst B, Molin AM, Rubin CJ, Johansson AM, Strömstedt L, Pham MH, Chen CF, Hallböök F, Ashwell C, Andersson L",PLoS Genet.,2011,2011-12-00,2011-12-22,7,12,e1002412,10.1371/journal.pgen.1002412,22216010,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), NGI Uppsala (Uppsala Genome Center)",,9ede859341ef44da83048f837f609d33,https://publications.scilifelab.se/publication/9ede859341ef44da83048f837f609d33,https://doi.org/10.1371/journal.pgen.1002412,https://www.ncbi.nlm.nih.gov/pubmed/22216010
"Targeting acetylcholinesterase: identification of chemical leads by high throughput screening, structure determination and molecular modeling.","Berg L, Andersson CD, Artursson E, Hörnberg A, Tunemalm A, Linusson A, Ekström F",PLoS ONE,2011,2011-11-30,2011-11-30,6,11,e26039,10.1371/journal.pone.0026039,22140425,Chemical Biology Consortium Sweden (CBCS),Service,b40b6662466c42fba773726d8fbdacee,https://publications.scilifelab.se/publication/b40b6662466c42fba773726d8fbdacee,https://doi.org/10.1371/journal.pone.0026039,https://www.ncbi.nlm.nih.gov/pubmed/22140425
Next-generation sequencing technologies and applications for human genetic history and forensics.,"Berglund EC, Kiialainen A, Syvänen AC",Investig Genet,2011,2011-11-24,2011-11-24,2,,23,10.1186/2041-2223-2-23,22115430,NGI Uppsala (SNP&SEQ Technology Platform),,d11a70e0354c482ba76ccd807a782ea5,https://publications.scilifelab.se/publication/d11a70e0354c482ba76ccd807a782ea5,https://doi.org/10.1186/2041-2223-2-23,https://www.ncbi.nlm.nih.gov/pubmed/22115430
Counting absolute numbers of molecules using unique molecular identifiers.,"Kivioja T, Vähärautio A, Karlsson K, Bonke M, Enge M, Linnarsson S, Taipale J",Nat. Methods,2011,2011-11-20,2011-11-20,9,1,72-74,10.1038/nmeth.1778,22101854,Karolinska High Throughput Center (KHTC),,0318de93d4474776aa4f1b4e4769dc0e,https://publications.scilifelab.se/publication/0318de93d4474776aa4f1b4e4769dc0e,https://doi.org/10.1038/nmeth.1778,https://www.ncbi.nlm.nih.gov/pubmed/22101854
Prognostic DNA methylation patterns in cytogenetically normal acute myeloid leukemia are predefined by stem cell chromatin marks.,"Deneberg S, Guardiola P, Lennartsson A, Qu Y, Gaidzik V, Blanchet O, Karimi M, Bengtzén S, Nahi H, Uggla B, Tidefelt U, Höglund M, Paul C, Ekwall K, Döhner K, Lehmann S",Blood,2011,2011-11-17,2011-10-01,118,20,5573-5582,10.1182/blood-2011-01-332353,21960591,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,4209d57186b04e479f0e923cea37538c,https://publications.scilifelab.se/publication/4209d57186b04e479f0e923cea37538c,https://doi.org/10.1182/blood-2011-01-332353,https://www.ncbi.nlm.nih.gov/pubmed/21960591
Variance decomposition of protein profiles from antibody arrays using a longitudinal twin model.,"Kato BS, Nicholson G, Neiman M, Rantalainen M, Holmes CC, Barrett A, Uhlén M, Nilsson P, Spector TD, Schwenk JM",Proteome Sci,2011,2011-11-17,2011-11-17,9,,73,10.1186/1477-5956-9-73,22093360,Plasma Profiling,Collaborative,c2e9c06ba1ef4c7882ff2869b01abad4,https://publications.scilifelab.se/publication/c2e9c06ba1ef4c7882ff2869b01abad4,https://doi.org/10.1186/1477-5956-9-73,https://www.ncbi.nlm.nih.gov/pubmed/22093360
Genome sequencing reveals a phage in Helicobacter pylori.,"Lehours P, Vale FF, Bjursell MK, Melefors O, Advani R, Glavas S, Guegueniat J, Gontier E, Lacomme S, Alves Matos A, Menard A, Mégraud F, Engstrand L, Andersson AF",MBio,2011,2011-11-15,2011-11-15,2,6,,10.1128/mBio.00239-11,22086490,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,b5f1106afe1545fd9cd8e46a5ea9932e,https://publications.scilifelab.se/publication/b5f1106afe1545fd9cd8e46a5ea9932e,https://doi.org/10.1128/mBio.00239-11,https://www.ncbi.nlm.nih.gov/pubmed/22086490
Abdominal aortic aneurysm is associated with a variant in low-density lipoprotein receptor-related protein 1.,"Bown MJ, Jones GT, Harrison SC, Wright BJ, Bumpstead S, Baas AF, Gretarsdottir S, Badger SA, Bradley DT, Burnand K, Child AH, Clough RE, Cockerill G, Hafez H, Scott DJ, Futers S, Johnson A, Sohrabi S, Smith A, Thompson MM, van Bockxmeer FM, Waltham M, Matthiasson SE, Thorleifsson G, Thorsteinsdottir U, Blankensteijn JD, Teijink JA, Wijmenga C, de Graaf J, Kiemeney LA, Assimes TL, McPherson R, CARDIoGRAM Consortium , Global BPgen Consortium , DIAGRAM Consortium , VRCNZ Consortium , Folkersen L, Franco-Cereceda A, Palmen J, Smith AJ, Sylvius N, Wild JB, Refstrup M, Edkins S, Gwilliam R, Hunt SE, Potter S, Lindholt JS, Frikke-Schmidt R, Tybjærg-Hansen A, Hughes AE, Golledge J, Norman PE, van Rij A, Powell JT, Eriksson P, Stefansson K, Thompson JR, Humphries SE, Sayers RD, Deloukas P, Samani NJ",Am. J. Hum. Genet.,2011,2011-11-11,2011-11-08,89,5,619-627,10.1016/j.ajhg.2011.10.002,22055160,NGI Uppsala (SNP&SEQ Technology Platform),,a6b88208359d498db34ce8a14fa0d829,https://publications.scilifelab.se/publication/a6b88208359d498db34ce8a14fa0d829,https://doi.org/10.1016/j.ajhg.2011.10.002,https://www.ncbi.nlm.nih.gov/pubmed/22055160
A lateral flow protein microarray for rapid and sensitive antibody assays.,"Gantelius J, Bass T, Sjöberg R, Nilsson P, Andersson-Svahn H",Int J Mol Sci,2011,2011-11-09,2011-11-09,12,11,7748-7759,10.3390/ijms12117748,22174629,,,c80a312d950740c59df07b3869ac0159,https://publications.scilifelab.se/publication/c80a312d950740c59df07b3869ac0159,https://doi.org/10.3390/ijms12117748,https://www.ncbi.nlm.nih.gov/pubmed/22174629
Inhibition of proteasome deubiquitinating activity as a new cancer therapy.,"D'Arcy P, Brnjic S, Olofsson MH, Fryknäs M, Lindsten K, De Cesare M, Perego P, Sadeghi B, Hassan M, Larsson R, Linder S",Nat. Med.,2011,2011-11-06,2011-11-06,17,12,1636-1640,10.1038/nm.2536,22057347,Array and Analysis Facility,,bb261b9837634c8da859d0e1b65915d9,https://publications.scilifelab.se/publication/bb261b9837634c8da859d0e1b65915d9,https://doi.org/10.1038/nm.2536,https://www.ncbi.nlm.nih.gov/pubmed/22057347
Total RNA sequencing reveals nascent transcription and widespread co-transcriptional splicing in the human brain.,"Ameur A, Zaghlool A, Halvardson J, Wetterbom A, Gyllensten U, Cavelier L, Feuk L",Nat. Struct. Mol. Biol.,2011,2011-11-06,2011-11-06,18,12,1435-1440,10.1038/nsmb.2143,22056773,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), NGI Uppsala (Uppsala Genome Center)",,bb6519b0dd8d478ebba28f1e622005ec,https://publications.scilifelab.se/publication/bb6519b0dd8d478ebba28f1e622005ec,https://doi.org/10.1038/nsmb.2143,https://www.ncbi.nlm.nih.gov/pubmed/22056773
Plasma profiling reveals human fibulin-1 as candidate marker for renal impairment.,"Neiman M, Hedberg JJ, Dönnes PR, Schuppe-Koistinen I, Hanschke S, Schindler R, Uhlén M, Schwenk JM, Nilsson P",J. Proteome Res.,2011,2011-11-04,2011-09-29,10,11,4925-4934,10.1021/pr200286c,21888404,Plasma Profiling,Collaborative,46874109988f4ab68218f77bac6175fb,https://publications.scilifelab.se/publication/46874109988f4ab68218f77bac6175fb,https://doi.org/10.1021/pr200286c,https://www.ncbi.nlm.nih.gov/pubmed/21888404
SWI/SNF regulates the alternative processing of a specific subset of pre-mRNAs in Drosophila melanogaster.,"Waldholm J, Wang Z, Brodin D, Tyagi A, Yu S, Theopold U, Farrants AK, Visa N",BMC Mol. Biol.,2011,2011-11-02,2011-11-02,12,,46,10.1186/1471-2199-12-46,22047075,Bioinformatics and Expression Analysis (BEA),,d7691a31556f4402bfbd57d406b08a8c,https://publications.scilifelab.se/publication/d7691a31556f4402bfbd57d406b08a8c,https://doi.org/10.1186/1471-2199-12-46,https://www.ncbi.nlm.nih.gov/pubmed/22047075
Abundant class of non-coding RNA regulates development in the social amoeba Dictyostelium discoideum.,"Avesson L, Schumacher HT, Fechter P, Romby P, Hellman U, Söderbom F",RNA Biol,2011,2011-11-01,2011-09-24,8,6,1094-1104,10.4161/rna.8.6.17214,21941123,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), NGI Uppsala (Uppsala Genome Center)",,4ee3e6f46d4d45f2b05a33efaca4397e,https://publications.scilifelab.se/publication/4ee3e6f46d4d45f2b05a33efaca4397e,https://doi.org/10.4161/rna.8.6.17214,https://www.ncbi.nlm.nih.gov/pubmed/21941123
Hypothalamic mitochondrial dysfunction associated with anorexia in the anx/anx mouse.,"Lindfors C, Nilsson IA, Garcia-Roves PM, Zuberi AR, Karimi M, Donahue LR, Roopenian DC, Mulder J, Uhlén M, Ekström TJ, Davisson MT, Hökfelt TG, Schalling M, Johansen JE",Proc. Natl. Acad. Sci. U.S.A.,2011,2011-11-01,2011-10-26,108,44,18108-18113,10.1073/pnas.1114863108,22025706,Fluorescence Tissue Profiling,,d9fa2ac7e63d4b53a6e2ab95554a276a,https://publications.scilifelab.se/publication/d9fa2ac7e63d4b53a6e2ab95554a276a,https://doi.org/10.1073/pnas.1114863108,https://www.ncbi.nlm.nih.gov/pubmed/22025706
Targeted enrichment of genomic DNA regions for next-generation sequencing.,"Mertes F, Elsharawy A, Sauer S, van Helvoort JM, van der Zaag PJ, Franke A, Nilsson M, Lehrach H, Brookes AJ",Brief Funct Genomics,2011,2011-11-00,2011-11-26,10,6,374-386,10.1093/bfgp/elr033,22121152,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,0cd707a2aaa441a2a8b8d8ddcdec7fff,https://publications.scilifelab.se/publication/0cd707a2aaa441a2a8b8d8ddcdec7fff,https://doi.org/10.1093/bfgp/elr033,https://www.ncbi.nlm.nih.gov/pubmed/22121152
Gene copy number aberrations are associated with survival in histologic subgroups of non-small cell lung cancer.,"Micke P, Edlund K, Holmberg L, Kultima HG, Mansouri L, Ekman S, Bergqvist M, Scheibenflug L, Lamberg K, Myrdal G, Berglund A, Andersson A, Lambe M, Nyberg F, Thomas A, Isaksson A, Botling J",J Thorac Oncol,2011,2011-11-00,2011-10-21,6,11,1833-1840,10.1097/JTO.0b013e3182295917,22011649,Array and Analysis Facility,,1e582e233a684cd7ac3a526fdb677dc9,https://publications.scilifelab.se/publication/1e582e233a684cd7ac3a526fdb677dc9,https://doi.org/10.1097/JTO.0b013e3182295917,https://www.ncbi.nlm.nih.gov/pubmed/22011649
The Human Protein Atlas as a proteomic resource for biomarker discovery.,"Pontén F, Schwenk JM, Asplund A, Edqvist PD",J. Intern. Med.,2011,2011-11-00,2011-07-15,270,5,428-446,10.1111/j.1365-2796.2011.02427.x,21752111,"Plasma Profiling, Tissue Profiling",Technology development,e07b816699de4cc785bc698cd13f8392,https://publications.scilifelab.se/publication/e07b816699de4cc785bc698cd13f8392,https://doi.org/10.1111/j.1365-2796.2011.02427.x,https://www.ncbi.nlm.nih.gov/pubmed/21752111
Western blotting via proximity ligation for high performance protein analysis.,"Liu Y, Gu J, Hagner-McWhirter Å, Sathiyanarayanan P, Gullberg M, Söderberg O, Johansson J, Hammond M, Ivansson D, Landegren U",Mol. Cell Proteomics,2011,2011-11-00,2011-08-05,10,11,O111.011031,10.1074/mcp.O111.011031,21813417,PLA Proteomics,,e85fbabce41642a5a4e00ff4b128069a,https://publications.scilifelab.se/publication/e85fbabce41642a5a4e00ff4b128069a,https://doi.org/10.1074/mcp.O111.011031,https://www.ncbi.nlm.nih.gov/pubmed/21813417
Generation of monospecific antibodies based on affinity capture of polyclonal antibodies.,"Hjelm B, Forsström B, Igel U, Johannesson H, Stadler C, Lundberg E, Ponten F, Sjöberg A, Rockberg J, Schwenk JM, Nilsson P, Johansson C, Uhlén M",Protein Sci.,2011,2011-11-00,2011-09-08,20,11,1824-1835,10.1002/pro.716,21898641,"Autoimmunity Profiling, Cell Profiling, Plasma Profiling","Technology development, Technology development",f1401f1407364e189b734a9b3e1582c0,https://publications.scilifelab.se/publication/f1401f1407364e189b734a9b3e1582c0,https://doi.org/10.1002/pro.716,https://www.ncbi.nlm.nih.gov/pubmed/21898641
Increasing the dynamic range of in situ PLA.,"Clausson CM, Allalou A, Weibrecht I, Mahmoudi S, Farnebo M, Landegren U, Wählby C, Söderberg O",Nat. Methods,2011,2011-10-28,2011-10-28,8,11,892-893,10.1038/nmeth.1743,22036742,PLA Proteomics,,bb6fafd791694fa59add52f553a585f6,https://publications.scilifelab.se/publication/bb6fafd791694fa59add52f553a585f6,https://doi.org/10.1038/nmeth.1743,https://www.ncbi.nlm.nih.gov/pubmed/22036742
Allele-specific copy number analysis of tumor samples with aneuploidy and tumor heterogeneity.,"Rasmussen M, Sundström M, Göransson Kultima H, Botling J, Micke P, Birgisson H, Glimelius B, Isaksson A",Genome Biol.,2011,2011-10-24,2011-10-24,12,10,R108,10.1186/gb-2011-12-10-r108,22023820,Array and Analysis Facility,,a8086f9ee6804106831134f4ea762e2d,https://publications.scilifelab.se/publication/a8086f9ee6804106831134f4ea762e2d,https://doi.org/10.1186/gb-2011-12-10-r108,https://www.ncbi.nlm.nih.gov/pubmed/22023820
Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma.,"Chambers JC, Zhang W, Sehmi J, Li X, Wass MN, Van der Harst P, Holm H, Sanna S, Kavousi M, Baumeister SE, Coin LJ, Deng G, Gieger C, Heard-Costa NL, Hottenga JJ, Kühnel B, Kumar V, Lagou V, Liang L, Luan J, Vidal PM, Mateo Leach I, O'Reilly PF, Peden JF, Rahmioglu N, Soininen P, Speliotes EK, Yuan X, Thorleifsson G, Alizadeh BZ, Atwood LD, Borecki IB, Brown MJ, Charoen P, Cucca F, Das D, de Geus EJ, Dixon AL, Döring A, Ehret G, Eyjolfsson GI, Farrall M, Forouhi NG, Friedrich N, Goessling W, Gudbjartsson DF, Harris TB, Hartikainen AL, Heath S, Hirschfield GM, Hofman A, Homuth G, Hyppönen E, Janssen HL, Johnson T, Kangas AJ, Kema IP, Kühn JP, Lai S, Lathrop M, Lerch MM, Li Y, Liang TJ, Lin JP, Loos RJ, Martin NG, Moffatt MF, Montgomery GW, Munroe PB, Musunuru K, Nakamura Y, O'Donnell CJ, Olafsson I, Penninx BW, Pouta A, Prins BP, Prokopenko I, Puls R, Ruokonen A, Savolainen MJ, Schlessinger D, Schouten JN, Seedorf U, Sen-Chowdhry S, Siminovitch KA, Smit JH, Spector TD, Tan W, Teslovich TM, Tukiainen T, Uitterlinden AG, Van der Klauw MM, Vasan RS, Wallace C, Wallaschofski H, Wichmann HE, Willemsen G, Würtz P, Xu C, Yerges-Armstrong LM, Alcohol Genome-wide Association (AlcGen) Consortium , Diabetes Genetics Replication and Meta-analyses (DIAGRAM+) Study , Genetic Investigation of Anthropometric Traits (GIANT) Consortium , Global Lipids Genetics Consortium , Genetics of Liver Disease (GOLD) Consortium , International Consortium for Blood Pressure (ICBP-GWAS) , Meta-analyses of Glucose and Insulin-Related Traits Consortium (MAGIC) , Abecasis GR, Ahmadi KR, Boomsma DI, Caulfield M, Cookson WO, van Duijn CM, Froguel P, Matsuda K, McCarthy MI, Meisinger C, Mooser V, Pietiläinen KH, Schumann G, Snieder H, Sternberg MJ, Stolk RP, Thomas HC, Thorsteinsdottir U, Uda M, Waeber G, Wareham NJ, Waterworth DM, Watkins H, Whitfield JB, Witteman JC, Wolffenbuttel BH, Fox CS, Ala-Korpela M, Stefansson K, Vollenweider P, Völzke H, Schadt EE, Scott J, Järvelin MR, Elliott P, Kooner JS",Nat. Genet.,2011,2011-10-16,2011-10-16,43,11,1131-1138,10.1038/ng.970,22001757,NGI Uppsala (SNP&SEQ Technology Platform),,a8833ea487ae49f5b5ea4b85fde52c93,https://publications.scilifelab.se/publication/a8833ea487ae49f5b5ea4b85fde52c93,https://doi.org/10.1038/ng.970,https://www.ncbi.nlm.nih.gov/pubmed/22001757
"MED12, the mediator complex subunit 12 gene, is mutated at high frequency in uterine leiomyomas.","Mäkinen N, Mehine M, Tolvanen J, Kaasinen E, Li Y, Lehtonen HJ, Gentile M, Yan J, Enge M, Taipale M, Aavikko M, Katainen R, Virolainen E, Böhling T, Koski TA, Launonen V, Sjöberg J, Taipale J, Vahteristo P, Aaltonen LA",Science,2011,2011-10-14,2011-08-27,334,6053,252-255,10.1126/science.1208930,21868628,Karolinska High Throughput Center (KHTC),,6754e5e0fbbb4d85bc5707ec87f99a76,https://publications.scilifelab.se/publication/6754e5e0fbbb4d85bc5707ec87f99a76,https://doi.org/10.1126/science.1208930,https://www.ncbi.nlm.nih.gov/pubmed/21868628
Deep resequencing of GWAS loci identifies independent rare variants associated with inflammatory bowel disease.,"Rivas MA, Beaudoin M, Gardet A, Stevens C, Sharma Y, Zhang CK, Boucher G, Ripke S, Ellinghaus D, Burtt N, Fennell T, Kirby A, Latiano A, Goyette P, Green T, Halfvarson J, Haritunians T, Korn JM, Kuruvilla F, Lagacé C, Neale B, Lo KS, Schumm P, Törkvist L, National Institute of Diabetes and Digestive Kidney Diseases Inflammatory Bowel Disease Genetics Consortium (NIDDK IBDGC) , United Kingdom Inflammatory Bowel Disease Genetics Consortium , International Inflammatory Bowel Disease Genetics Consortium , Dubinsky MC, Brant SR, Silverberg MS, Duerr RH, Altshuler D, Gabriel S, Lettre G, Franke A, D'Amato M, McGovern DP, Cho JH, Rioux JD, Xavier RJ, Daly MJ",Nat. Genet.,2011,2011-10-09,2011-10-09,43,11,1066-1073,10.1038/ng.952,21983784,Mutation Analysis Facility (MAF),,ad9aced57e8c4591995ed1cdd8b2664d,https://publications.scilifelab.se/publication/ad9aced57e8c4591995ed1cdd8b2664d,https://doi.org/10.1038/ng.952,https://www.ncbi.nlm.nih.gov/pubmed/21983784
