Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
Genome-wide association study for circulating levels of PAI-1 provides novel insights into its regulation.,"Huang J, Sabater-Lleal M, Asselbergs FW, Tregouet D, Shin SY, Ding J, Baumert J, Oudot-Mellakh T, Folkersen L, Johnson AD, Smith NL, Williams SM, Ikram MA, Kleber ME, Becker DM, Truong V, Mychaleckyj JC, Tang W, Yang Q, Sennblad B, Moore JH, Williams FM, Dehghan A, Silbernagel G, Schrijvers EM, Smith S, Karakas M, Tofler GH, Silveira A, Navis GJ, Lohman K, Chen MH, Peters A, Goel A, Hopewell JC, Chambers JC, Saleheen D, Lundmark P, Psaty BM, Strawbridge RJ, Boehm BO, Carter AM, Meisinger C, Peden JF, Bis JC, McKnight B, Öhrvik J, Taylor K, Franzosi MG, Seedorf U, Collins R, Franco-Cereceda A, Syvänen AC, Goodall AH, Yanek LR, Cushman M, Müller-Nurasyid M, Folsom AR, Basu S, Matijevic N, van Gilst WH, Kooner JS, Hofman A, Danesh J, Clarke R, Meigs JB, DIAGRAM Consortium , Kathiresan S, Reilly MP, CARDIoGRAM Consortium , Klopp N, Harris TB, Winkelmann BR, Grant PJ, Hillege HL, Watkins H, C4D Consortium , Spector TD, Becker LC, Tracy RP, März W, Uitterlinden AG, Eriksson P, Cambien F, CARDIOGENICS Consortium , Morange PE, Koenig W, Soranzo N, van der Harst P, Liu Y, O'Donnell CJ, Hamsten A",Blood,2012,2012-12-06,2012-09-20,120,24,4873-4881,10.1182/blood-2012-06-436188,22990020,NGI Uppsala (SNP&SEQ Technology Platform),,c45be243a5b749b29dd4adaff06f736e,https://publications.scilifelab.se/publication/c45be243a5b749b29dd4adaff06f736e,https://doi.org/10.1182/blood-2012-06-436188,https://www.ncbi.nlm.nih.gov/pubmed/22990020
Interferometry and Fluorescence Detection for Simultaneous Analysis of Labeled and Unlabeled Nanoparticles in Solution,"Wennmalm S, Widengren J",J. Am. Chem. Soc.,2012,2012-12-05,2012-11-16,134,48,19516-19519,10.1021/ja308213q,23157513,Fluorescence Correlation Spectroscopy,Service,3b666b3bfdb241df95e0525cc542eeb8,https://publications.scilifelab.se/publication/3b666b3bfdb241df95e0525cc542eeb8,https://doi.org/10.1021/ja308213q,https://www.ncbi.nlm.nih.gov/pubmed/23157513
Distinct transcriptional control in major immunogenetic subsets of chronic lymphocytic leukemia exhibiting subset-biased global DNA methylation profiles.,"Kanduri M, Marincevic M, Halldórsdóttir AM, Mansouri L, Junevik K, Ntoufa S, Kultima HG, Isaksson A, Juliusson G, Andersson PO, Ehrencrona H, Stamatopoulos K, Rosenquist R",Epigenetics,2012,2012-12-01,2012-11-17,7,12,1435-1442,10.4161/epi.22901,23154584,Array and Analysis Facility,,b5717e1da4704310b8977f7958d2bf33,https://publications.scilifelab.se/publication/b5717e1da4704310b8977f7958d2bf33,https://doi.org/10.4161/epi.22901,https://www.ncbi.nlm.nih.gov/pubmed/23154584
"Genome sequence of Francisella tularensis subspecies holarctica strain FSC200, isolated from a child with tularemia.","Svensson K, Sjödin A, Byström M, Granberg M, Brittnacher MJ, Rohmer L, Jacobs MA, Sims-Day EH, Levy R, Zhou Y, Hayden HS, Lim R, Chang J, Guenthener D, Kang A, Haugen E, Gillett W, Kaul R, Forsman M, Larsson P, Johansson A",J. Bacteriol.,2012,2012-12-00,2012-12-05,194,24,6965-6966,10.1128/JB.01040-12,23209222,NGI Uppsala (SNP&SEQ Technology Platform),,441062b272f84356bccf64bd2640e953,https://publications.scilifelab.se/publication/441062b272f84356bccf64bd2640e953,https://doi.org/10.1128/JB.01040-12,https://www.ncbi.nlm.nih.gov/pubmed/23209222
High-resolution mapping of linear antibody epitopes using ultrahigh-density peptide microarrays.,"Buus S, Rockberg J, Forsström B, Nilsson P, Uhlen M, Schafer-Nielsen C",Mol. Cell Proteomics,2012,2012-12-00,2012-09-18,11,12,1790-1800,10.1074/mcp.M112.020800,22984286,Autoimmunity Profiling,Service,504f7661fda94a749fe7d389d0bb14fe,https://publications.scilifelab.se/publication/504f7661fda94a749fe7d389d0bb14fe,https://doi.org/10.1074/mcp.M112.020800,https://www.ncbi.nlm.nih.gov/pubmed/22984286
Methylenetetrahydrofolate reductase (MTHFR) C677T polymorphism and age at onset of schizophrenia: no consistent evidence for an association in the Nordic population.,"Saetre P, Grove J, Børglum AD, Mors O, Werge T, Andreassen OA, Vares M, Agartz I, Terenius L, Jönsson EG",Am. J. Med. Genet. B Neuropsychiatr. Genet.,2012,2012-12-00,2012-10-19,159B,8,981-986,10.1002/ajmg.b.32104,23076983,NGI Uppsala (SNP&SEQ Technology Platform),,62c4803c14d84c888b82c4e4204c5014,https://publications.scilifelab.se/publication/62c4803c14d84c888b82c4e4204c5014,https://doi.org/10.1002/ajmg.b.32104,https://www.ncbi.nlm.nih.gov/pubmed/23076983
The impact of intronic single nucleotide polymorphisms and ethnic diversity for studies on the obesity gene FTO.,"Jacobsson JA, Schiöth HB, Fredriksson R",Obes Rev,2012,2012-12-00,2012-08-31,13,12,1096-1109,10.1111/j.1467-789X.2012.01025.x,22931202,NGI Uppsala (SNP&SEQ Technology Platform),,652ff9600fbe4877a6f560a8046f1d99,https://publications.scilifelab.se/publication/652ff9600fbe4877a6f560a8046f1d99,https://doi.org/10.1111/j.1467-789X.2012.01025.x,https://www.ncbi.nlm.nih.gov/pubmed/22931202
Identification of the BCAR1-CFDP1-TMEM170A locus as a determinant of carotid intima-media thickness and coronary artery disease risk.,"Gertow K, Sennblad B, Strawbridge RJ, Ohrvik J, Zabaneh D, Shah S, Veglia F, Fava C, Kavousi M, McLachlan S, Kivimäki M, Bolton JL, Folkersen L, Gigante B, Leander K, Vikström M, Larsson M, Silveira A, Deanfield J, Voight BF, Fontanillas P, Sabater-Lleal M, Colombo GI, Kumari M, Langenberg C, Wareham NJ, Uitterlinden AG, Gabrielsen A, Hedin U, Franco-Cereceda A, Nyyssönen K, Rauramaa R, Tuomainen TP, Savonen K, Smit AJ, Giral P, Mannarino E, Robertson CM, Talmud PJ, Hedblad B, Hofman A, Erdmann J, Reilly MP, O'Donnell CJ, Farrall M, Clarke R, Franzosi MG, Seedorf U, Syvänen AC, Hansson GK, Eriksson P, Samani NJ, Watkins H, Price JF, Hingorani AD, Melander O, Witteman JC, Baldassarre D, Tremoli E, de Faire U, Humphries SE, Hamsten A",Circ Cardiovasc Genet,2012,2012-12-00,2012-11-16,5,6,656-665,10.1161/CIRCGENETICS.112.963660,23152477,NGI Uppsala (SNP&SEQ Technology Platform),,93e7dc3a2f024c8c938c7baf261838a2,https://publications.scilifelab.se/publication/93e7dc3a2f024c8c938c7baf261838a2,https://doi.org/10.1161/CIRCGENETICS.112.963660,https://www.ncbi.nlm.nih.gov/pubmed/23152477
High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.,"Eyre S, Bowes J, Diogo D, Lee A, Barton A, Martin P, Zhernakova A, Stahl E, Viatte S, McAllister K, Amos CI, Padyukov L, Toes RE, Huizinga TW, Wijmenga C, Trynka G, Franke L, Westra HJ, Alfredsson L, Hu X, Sandor C, de Bakker PI, Davila S, Khor CC, Heng KK, Andrews R, Edkins S, Hunt SE, Langford C, Symmons D, Biologics in Rheumatoid Arthritis Genetics and Genomics Study Syndicate , Wellcome Trust Case Control Consortium , Concannon P, Onengut-Gumuscu S, Rich SS, Deloukas P, Gonzalez-Gay MA, Rodriguez-Rodriguez L, Ärlsetig L, Martin J, Rantapää-Dahlqvist S, Plenge RM, Raychaudhuri S, Klareskog L, Gregersen PK, Worthington J",Nat. Genet.,2012,2012-12-00,2012-11-13,44,12,1336-1340,10.1038/ng.2462,23143596,NGI Uppsala (SNP&SEQ Technology Platform),,97cdf4e227d2408a9997d3b5e6f4cebf,https://publications.scilifelab.se/publication/97cdf4e227d2408a9997d3b5e6f4cebf,https://doi.org/10.1038/ng.2462,https://www.ncbi.nlm.nih.gov/pubmed/23143596
PCR-based multiparametric assays in single cells.,"Darmanis S, Gallant C, Landegren U",Clin. Chem.,2012,2012-12-00,2012-10-17,58,12,1618-1619,10.1373/clinchem.2012.195867,23071363,PLA Proteomics,,ab26b76332524ad58ead61e2ac947af4,https://publications.scilifelab.se/publication/ab26b76332524ad58ead61e2ac947af4,https://doi.org/10.1373/clinchem.2012.195867,https://www.ncbi.nlm.nih.gov/pubmed/23071363
Evolution from the prokaryotic to the higher plant chloroplast signal recognition particle: the signal recognition particle RNA is conserved in plastids of a wide range of photosynthetic organisms.,"Träger C, Rosenblad MA, Ziehe D, Garcia-Petit C, Schrader L, Kock K, Richter CV, Klinkert B, Narberhaus F, Herrmann C, Hofmann E, Aronsson H, Schünemann D",Plant Cell,2012,2012-12-00,2012-12-28,24,12,4819-4836,10.1105/tpc.112.102996,23275580,Bioinformatics Support and Infrastructure,,b56c38a501824beda4557d1adbf34863,https://publications.scilifelab.se/publication/b56c38a501824beda4557d1adbf34863,https://doi.org/10.1105/tpc.112.102996,https://www.ncbi.nlm.nih.gov/pubmed/23275580
Epitope-specificity of recombinant antibodies reveals promiscuous peptide-binding properties.,"Olsson N, Wallin S, James P, Borrebaeck CA, Wingren C",Protein Sci.,2012,2012-12-00,2012-10-05,21,12,1897-1910,10.1002/pro.2173,23034898,Bioinformatics Support and Infrastructure,,c42b4df6aa6a4db9a6b82b4a3a73fd10,https://publications.scilifelab.se/publication/c42b4df6aa6a4db9a6b82b4a3a73fd10,https://doi.org/10.1002/pro.2173,https://www.ncbi.nlm.nih.gov/pubmed/23034898
Transcription factor PROX1: its role in development and cancer.,"Elsir T, Smits A, Lindström MS, Nistér M",Cancer Metastasis Rev.,2012,2012-12-00,2012-06-27,31,3-4,793-805,10.1007/s10555-012-9390-8,22733308,Tissue Profiling,,c7540c45a2c74038a1abe84eb4313c07,https://publications.scilifelab.se/publication/c7540c45a2c74038a1abe84eb4313c07,https://doi.org/10.1007/s10555-012-9390-8,https://www.ncbi.nlm.nih.gov/pubmed/22733308
Integration of genetics into a systems model of electrocardiographic traits using HumanCVD BeadChip.,"Gaunt TR, Shah S, Nelson CP, Drenos F, Braund PS, Adeniran I, Folkersen L, Lawlor DA, Casas JP, Amuzu A, Kivimaki M, Whittaker J, Eriksson P, Zhang H, Hancox JC, Tomaszewski M, Burton PR, Tobin MD, Humphries SE, Talmud PJ, Macfarlane PW, Hingorani AD, Samani NJ, Kumari M, Day IN",Circ Cardiovasc Genet,2012,2012-12-00,2012-11-10,5,6,630-638,10.1161/CIRCGENETICS.112.962852,23139254,NGI Uppsala (SNP&SEQ Technology Platform),,d50ec332292c46de9fbbc0817311ab32,https://publications.scilifelab.se/publication/d50ec332292c46de9fbbc0817311ab32,https://doi.org/10.1161/CIRCGENETICS.112.962852,https://www.ncbi.nlm.nih.gov/pubmed/23139254
A genome-wide association study of monozygotic twin-pairs suggests a locus related to variability of serum high-density lipoprotein cholesterol.,"Surakka I, Whitfield JB, Perola M, Visscher PM, Montgomery GW, Falchi M, Willemsen G, de Geus EJ, Magnusson PK, Christensen K, Sørensen TI, Pietiläinen KH, Rantanen T, Silander K, Widén E, Muilu J, Rahman I, Liljedahl U, Syvänen AC, Palotie A, Kaprio J, Kyvik KO, Pedersen NL, Boomsma DI, Spector T, Martin NG, Ripatti S, Peltonen L, GenomEUtwin Project ",Twin Res Hum Genet,2012,2012-12-00,2012-10-04,15,6,691-699,10.1017/thg.2012.63,23031429,NGI Uppsala (SNP&SEQ Technology Platform),,e2fb708c0025441abebb4358c4847e66,https://publications.scilifelab.se/publication/e2fb708c0025441abebb4358c4847e66,https://doi.org/10.1017/thg.2012.63,https://www.ncbi.nlm.nih.gov/pubmed/23031429
Insights into p53 transcriptional function via genome-wide chromatin occupancy and gene expression analysis.,"Nikulenkov F, Spinnler C, Li H, Tonelli C, Shi Y, Turunen M, Kivioja T, Ignatiev I, Kel A, Taipale J, Selivanova G",Cell Death Differ.,2012,2012-12-00,2012-07-14,19,12,1992-2002,10.1038/cdd.2012.89,22790872,Karolinska High Throughput Center (KHTC),,e490d3539f1c41958d66025d3d2768d9,https://publications.scilifelab.se/publication/e490d3539f1c41958d66025d3d2768d9,https://doi.org/10.1038/cdd.2012.89,https://www.ncbi.nlm.nih.gov/pubmed/22790872
Automated analysis and reannotation of subcellular locations in confocal images from the Human Protein Atlas.,"Li J, Newberg JY, Uhlén M, Lundberg E, Murphy RF",PLoS ONE,2012,2012-11-30,2012-11-30,7,11,e50514,10.1371/journal.pone.0050514,23226299,Cell Profiling,,e34eea78ce26495ba3984e5271abacd9,https://publications.scilifelab.se/publication/e34eea78ce26495ba3984e5271abacd9,https://doi.org/10.1371/journal.pone.0050514,https://www.ncbi.nlm.nih.gov/pubmed/23226299
The genomic landscape of species divergence in Ficedula flycatchers.,"Ellegren H, Smeds L, Burri R, Olason PI, Backström N, Kawakami T, Künstner A, Mäkinen H, Nadachowska-Brzyska K, Qvarnström A, Uebbing S, Wolf JB",Nature,2012,2012-11-29,2012-10-30,491,7426,756-760,10.1038/nature11584,23103876,NGI Uppsala (SNP&SEQ Technology Platform),,a5d50ee189414344adce46e6fbf8ee82,https://publications.scilifelab.se/publication/a5d50ee189414344adce46e6fbf8ee82,https://doi.org/10.1038/nature11584,https://www.ncbi.nlm.nih.gov/pubmed/23103876
Estimating microtubule distributions from 2D immunofluorescence microscopy images reveals differences among human cultured cell lines.,"Li J, Shariff A, Wiking M, Lundberg E, Rohde GK, Murphy RF",PLoS ONE,2012,2012-11-28,2012-11-28,7,11,e50292,10.1371/journal.pone.0050292,23209697,Cell Profiling,,d9da21f3e04146d39101398eb31797ef,https://publications.scilifelab.se/publication/d9da21f3e04146d39101398eb31797ef,https://doi.org/10.1371/journal.pone.0050292,https://www.ncbi.nlm.nih.gov/pubmed/23209697
Strong signatures of selection in the domestic pig genome.,"Rubin CJ, Megens HJ, Martinez Barrio A, Maqbool K, Sayyab S, Schwochow D, Wang C, Carlborg Ö, Jern P, Jørgensen CB, Archibald AL, Fredholm M, Groenen MA, Andersson L",Proc. Natl. Acad. Sci. U.S.A.,2012,2012-11-27,2012-11-16,109,48,19529-19536,10.1073/pnas.1217149109,23151514,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), NGI Uppsala (SNP&SEQ Technology Platform), NGI Uppsala (Uppsala Genome Center)",,3e2a7ef25d704e5587e03e2786f4d552,https://publications.scilifelab.se/publication/3e2a7ef25d704e5587e03e2786f4d552,https://doi.org/10.1073/pnas.1217149109,https://www.ncbi.nlm.nih.gov/pubmed/23151514
"Sequence based analysis of U-2973, a cell line established from a double-hit B-cell lymphoma with concurrent MYC and BCL2 rearrangements.","Hooper SD, Jiao X, Sundström E, Rehman FL, Tellgren-Roth C, Sjöblom T, Cavelier L",BMC Res Notes,2012,2012-11-22,2012-11-22,5,,648,10.1186/1756-0500-5-648,23171647,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), NGI Uppsala (Uppsala Genome Center)",,d65fa716349a4deb8347441de3b6d573,https://publications.scilifelab.se/publication/d65fa716349a4deb8347441de3b6d573,https://doi.org/10.1186/1756-0500-5-648,https://www.ncbi.nlm.nih.gov/pubmed/23171647
Population-scale sequencing reveals genetic differentiation due to local adaptation in Atlantic herring.,"Lamichhaney S, Martinez Barrio A, Rafati N, Sundström G, Rubin CJ, Gilbert ER, Berglund J, Wetterbom A, Laikre L, Webster MT, Grabherr M, Ryman N, Andersson L",Proc. Natl. Acad. Sci. U.S.A.,2012,2012-11-20,2012-11-09,109,47,19345-19350,10.1073/pnas.1216128109,23134729,NGI Uppsala (SNP&SEQ Technology Platform),,4af187176e06419fbf2e3ef3b9873820,https://publications.scilifelab.se/publication/4af187176e06419fbf2e3ef3b9873820,https://doi.org/10.1073/pnas.1216128109,https://www.ncbi.nlm.nih.gov/pubmed/23134729
The plant short-chain dehydrogenase (SDR) superfamily: genome-wide inventory and diversification patterns.,"Moummou H, Kallberg Y, Tonfack LB, Persson B, van der Rest B",BMC Plant Biol.,2012,2012-11-20,2012-11-20,12,,219,10.1186/1471-2229-12-219,23167570,Bioinformatics Support and Infrastructure,,a2e31bb0de974a24a0767b2b43be5e9e,https://publications.scilifelab.se/publication/a2e31bb0de974a24a0767b2b43be5e9e,https://doi.org/10.1186/1471-2229-12-219,https://www.ncbi.nlm.nih.gov/pubmed/23167570
Polymorphisms in peptidylarginine deiminase associate with rheumatoid arthritis in diverse Asian populations: evidence from MyEIRA study and meta-analysis.,"Too CL, Murad S, Dhaliwal JS, Larsson P, Jiang X, Ding B, Alfredsson L, Klareskog L, Padyukov L",Arthritis Res. Ther.,2012,2012-11-19,2012-11-19,14,6,R250,10.1186/ar4093,23164236,NGI Uppsala (SNP&SEQ Technology Platform),,b8b2b87a0e29439e8aae7eae42a564ba,https://publications.scilifelab.se/publication/b8b2b87a0e29439e8aae7eae42a564ba,https://doi.org/10.1186/ar4093,https://www.ncbi.nlm.nih.gov/pubmed/23164236
Comprehensive analysis of the genome transcriptome and proteome landscapes of three tumor cell lines.,"Akan P, Alexeyenko A, Costea PI, Hedberg L, Solnestam BW, Lundin S, Hällman J, Lundberg E, Uhlén M, Lundeberg J",Genome Med,2012,2012-11-18,2012-11-18,4,11,86,10.1186/gm387,23158748,"Cell Profiling, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,18a47010d25b47b2bb656d6e7d31ffa9,https://publications.scilifelab.se/publication/18a47010d25b47b2bb656d6e7d31ffa9,https://doi.org/10.1186/gm387,https://www.ncbi.nlm.nih.gov/pubmed/23158748
CD99 is a novel prognostic stromal marker in non-small cell lung cancer.,"Edlund K, Lindskog C, Saito A, Berglund A, Pontén F, Göransson-Kultima H, Isaksson A, Jirström K, Planck M, Johansson L, Lambe M, Holmberg L, Nyberg F, Ekman S, Bergqvist M, Landelius P, Lamberg K, Botling J, Ostman A, Micke P",Int. J. Cancer,2012,2012-11-15,2012-03-07,131,10,2264-2273,10.1002/ijc.27518,22392539,"Array and Analysis Facility, Tissue Profiling",,30181957b2e34c5288e3afd660451d25,https://publications.scilifelab.se/publication/30181957b2e34c5288e3afd660451d25,https://doi.org/10.1002/ijc.27518,https://www.ncbi.nlm.nih.gov/pubmed/22392539
Genetic variants and associations of 25-hydroxyvitamin D concentrations with major clinical outcomes.,"Levin GP, Robinson-Cohen C, de Boer IH, Houston DK, Lohman K, Liu Y, Kritchevsky SB, Cauley JA, Tanaka T, Ferrucci L, Bandinelli S, Patel KV, Hagström E, Michaëlsson K, Melhus H, Wang T, Wolf M, Psaty BM, Siscovick D, Kestenbaum B",JAMA,2012,2012-11-14,2012-11-15,308,18,1898-1905,10.1001/jama.2012.17304,23150009,NGI Uppsala (SNP&SEQ Technology Platform),,5575062ad5e64ba5b73244ceee75765f,https://publications.scilifelab.se/publication/5575062ad5e64ba5b73244ceee75765f,https://doi.org/10.1001/jama.2012.17304,https://www.ncbi.nlm.nih.gov/pubmed/23150009
