Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
Sixteen new lung function signals identified through 1000 Genomes Project reference panel imputation.,"Soler Artigas M, Wain LV, Miller S, Kheirallah AK, Huffman JE, Ntalla I, Shrine N, Obeidat M, Trochet H, McArdle WL, Alves AC, Hui J, Zhao JH, Joshi PK, Teumer A, Albrecht E, Imboden M, Rawal R, Lopez LM, Marten J, Enroth S, Surakka I, Polasek O, Lyytikäinen LP, Granell R, Hysi PG, Flexeder C, Mahajan A, Beilby J, Bossé Y, Brandsma CA, Campbell H, Gieger C, Gläser S, González JR, Grallert H, Hammond CJ, Harris SE, Hartikainen AL, Heliövaara M, Henderson J, Hocking L, Horikoshi M, Hutri-Kähönen N, Ingelsson E, Johansson Å, Kemp JP, Kolcic I, Kumar A, Lind L, Melén E, Musk AW, Navarro P, Nickle DC, Padmanabhan S, Raitakari OT, Ried JS, Ripatti S, Schulz H, Scott RA, Sin DD, Starr JM, UK BiLEVE , Viñuela A, Völzke H, Wild SH, Wright AF, Zemunik T, Jarvis DL, Spector TD, Evans DM, Lehtimäki T, Vitart V, Kähönen M, Gyllensten U, Rudan I, Deary IJ, Karrasch S, Probst-Hensch NM, Heinrich J, Stubbe B, Wilson JF, Wareham NJ, James AL, Morris AP, Jarvelin MR, Hayward C, Sayers I, Strachan DP, Hall IP, Tobin MD",Nat Commun,2015,2015-12-04,2015-12-04,6,,8658,10.1038/ncomms9658,26635082,NGI Uppsala (SNP&SEQ Technology Platform),,84075ae7d7d1499899f56fdb73c9eaf4,https://publications.scilifelab.se/publication/84075ae7d7d1499899f56fdb73c9eaf4,https://doi.org/10.1038/ncomms9658,https://www.ncbi.nlm.nih.gov/pubmed/26635082
Quantitative Trait Locus and Genetical Genomics Analysis Identifies Putatively Causal Genes for Fecundity and Brooding in the Chicken.,"Johnsson M, Jonsson KB, Andersson L, Jensen P, Wright D",G3 (Bethesda),2015,2015-12-04,2015-12-04,6,2,311-319,10.1534/g3.115.024299,26637433,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform)","Service, Service",a231651d2c144f72a8db1809fb37a6dc,https://publications.scilifelab.se/publication/a231651d2c144f72a8db1809fb37a6dc,https://doi.org/10.1534/g3.115.024299,https://www.ncbi.nlm.nih.gov/pubmed/26637433
Population structure and genetic diversity in the nannandrous moss Homalothecium lutescens: does the dwarf male system facilitate gene flow?,"Rosengren F, Hansson B, Cronberg N",BMC Evol. Biol.,2015,2015-12-03,2015-12-03,15,,270,10.1186/s12862-015-0545-4,26634921,NGI Uppsala (SNP&SEQ Technology Platform),Service,0a7b6b2abd4a4e889ce668f557369942,https://publications.scilifelab.se/publication/0a7b6b2abd4a4e889ce668f557369942,https://doi.org/10.1186/s12862-015-0545-4,https://www.ncbi.nlm.nih.gov/pubmed/26634921
Structural insights into the DNA-binding specificity of E2F family transcription factors.,"Morgunova E, Yin Y, Jolma A, Dave K, Schmierer B, Popov A, Eremina N, Nilsson L, Taipale J",Nat Commun,2015,2015-12-03,2015-12-03,6,,10050,10.1038/ncomms10050,26632596,"Karolinska High Throughput Center (KHTC), Protein Science Facility (PSF)",,eddaaa22ebbe4684be096bfc736855bd,https://publications.scilifelab.se/publication/eddaaa22ebbe4684be096bfc736855bd,https://doi.org/10.1038/ncomms10050,https://www.ncbi.nlm.nih.gov/pubmed/26632596
Within-species divergence in the seminal fluid proteome and its effect on male and female reproduction in a beetle.,"Goenaga J, Yamane T, Rönn J, Arnqvist G",BMC Evol. Biol.,2015,2015-12-02,2015-12-02,15,,266,10.1186/s12862-015-0547-2,26627998,"Mass Spectrometry-based Proteomics, Uppsala",,7c889d7ff9734652b7df10a2192898a9,https://publications.scilifelab.se/publication/7c889d7ff9734652b7df10a2192898a9,https://doi.org/10.1186/s12862-015-0547-2,https://www.ncbi.nlm.nih.gov/pubmed/26627998
A Combination of Culture Conditions and Gene Expression Analysis Can Be Used to Investigate and Predict hES Cell Differentiation Potential towards Male Gonadal Cells.,"Kjartansdóttir KR, Reda A, Panula S, Day K, Hultenby K, Söder O, Hovatta O, Stukenborg JB",PLoS ONE,2015,2015-12-02,2015-12-02,10,12,e0144029,10.1371/journal.pone.0144029,26630562,Bioinformatics and Expression Analysis (BEA),,ab628ab35f3e414794d569196e973f45,https://publications.scilifelab.se/publication/ab628ab35f3e414794d569196e973f45,https://doi.org/10.1371/journal.pone.0144029,https://www.ncbi.nlm.nih.gov/pubmed/26630562
Multi-level omics analysis in a murine model of dystrophin loss and therapeutic restoration.,"Roberts TC, Johansson HJ, McClorey G, Godfrey C, Blomberg KE, Coursindel T, Gait MJ, Smith CI, Lehtiö J, El Andaloussi S, Wood MJ",Hum. Mol. Genet.,2015,2015-12-01,2015-09-20,24,23,6756-6768,10.1093/hmg/ddv381,26385637,Bioinformatics and Expression Analysis (BEA),,047859d1700e499aac6f1ba119dde6e2,https://publications.scilifelab.se/publication/047859d1700e499aac6f1ba119dde6e2,https://doi.org/10.1093/hmg/ddv381,https://www.ncbi.nlm.nih.gov/pubmed/26385637
Protein profiling reveals consequences of lifestyle choices on predicted biological aging.,"Enroth S, Enroth SB, Johansson Å, Gyllensten U",Sci Rep,2015,2015-12-01,2015-12-01,5,,17282,10.1038/srep17282,26619799,Clinical Biomarkers,,48d8ba1ce62d40b4acfcbdf772e3d082,https://publications.scilifelab.se/publication/48d8ba1ce62d40b4acfcbdf772e3d082,https://doi.org/10.1038/srep17282,https://www.ncbi.nlm.nih.gov/pubmed/26619799
Dietary Fiber-Induced Improvement in Glucose Metabolism Is Associated with Increased Abundance of Prevotella.,"Kovatcheva-Datchary P, Nilsson A, Akrami R, Lee YS, De Vadder F, Arora T, Hallen A, Martens E, Björck I, Bäckhed F",Cell Metab.,2015,2015-12-01,2015-11-11,22,6,971-982,10.1016/j.cmet.2015.10.001,26552345,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,48ed6c13b74743b99137d081483ca574,https://publications.scilifelab.se/publication/48ed6c13b74743b99137d081483ca574,https://doi.org/10.1016/j.cmet.2015.10.001,https://www.ncbi.nlm.nih.gov/pubmed/26552345
Highly Sensitive FRET-FCS Detects Amyloid β-Peptide Oligomers in Solution at Physiological Concentrations.,"Wennmalm S, Chmyrov V, Widengren J, Tjernberg L",Anal. Chem.,2015,2015-12-01,2015-10-23,87,23,11700-11705,10.1021/acs.analchem.5b02630,26489794,Fluorescence Correlation Spectroscopy,Collaborative,9f64f734d92e4ddd8deb992bd5a1cbe3,https://publications.scilifelab.se/publication/9f64f734d92e4ddd8deb992bd5a1cbe3,https://doi.org/10.1021/acs.analchem.5b02630,https://www.ncbi.nlm.nih.gov/pubmed/26489794
Metabolic Profiling of Chicken Embryos Exposed to Perfluorooctanoic Acid (PFOA) and Agonists to Peroxisome Proliferator-Activated Receptors.,"Mattsson A, Kärrman A, Pinto R, Brunström B",PLoS ONE,2015,2015-12-01,2015-12-01,10,12,e0143780,10.1371/journal.pone.0143780,26624992,Bioinformatics Support and Infrastructure,,b360a925eade44d1a857c91e6bf3c877,https://publications.scilifelab.se/publication/b360a925eade44d1a857c91e6bf3c877,https://doi.org/10.1371/journal.pone.0143780,https://www.ncbi.nlm.nih.gov/pubmed/26624992
Gene-based meta-analysis of genome-wide association studies implicates new loci involved in obesity.,"Hägg S, Ganna A, Van Der Laan SW, Esko T, Pers TH, Locke AE, Berndt SI, Justice AE, Kahali B, Siemelink MA, Pasterkamp G, GIANT Consortium , Strachan DP, Speliotes EK, North KE, Loos RJ, Hirschhorn JN, Pawitan Y, Ingelsson E",Hum. Mol. Genet.,2015,2015-12-01,2015-09-18,24,23,6849-6860,10.1093/hmg/ddv379,26376864,NGI Uppsala (SNP&SEQ Technology Platform),,f0bc6ca107964e7190107a12b2611f50,https://publications.scilifelab.se/publication/f0bc6ca107964e7190107a12b2611f50,https://doi.org/10.1093/hmg/ddv379,https://www.ncbi.nlm.nih.gov/pubmed/26376864
Associations between circulating proteins and corresponding genes expressed in coronary thrombi in patients with acute myocardial infarction.,"Helseth R, Weiss TW, Opstad TB, Siegbahn A, Solheim S, Freynhofer MK, Huber K, Arnesen H, Seljeflot S",Thromb. Res.,2015,2015-12-00,2015-10-08,136,6,1240-1244,10.1016/j.thromres.2015.10.005,26475405,Clinical Biomarkers,Service,0135d83c497346b79191fb1828dc6fcf,https://publications.scilifelab.se/publication/0135d83c497346b79191fb1828dc6fcf,https://doi.org/10.1016/j.thromres.2015.10.005,https://www.ncbi.nlm.nih.gov/pubmed/26475405
Bacterial diversity along a 2600 km river continuum.,"Savio D, Sinclair L, Ijaz UZ, Parajka J, Reischer GH, Stadler P, Blaschke AP, Blöschl G, Mach RL, Kirschner AK, Farnleitner AH, Eiler A",Environ. Microbiol.,2015,2015-12-00,2015-04-30,17,12,4994-5007,10.1111/1462-2920.12886,25922985,NGI Uppsala (SNP&SEQ Technology Platform),,0b723eb0f9e940cba183d8aeae0eb644,https://publications.scilifelab.se/publication/0b723eb0f9e940cba183d8aeae0eb644,https://doi.org/10.1111/1462-2920.12886,https://www.ncbi.nlm.nih.gov/pubmed/25922985
Identification of proteins from human permanent erupted enamel.,"Castiblanco GA, Rutishauser D, Ilag LL, Martignon S, Castellanos JE, Mejía W",Eur. J. Oral Sci.,2015,2015-12-00,2015-10-04,123,6,390-395,10.1111/eos.12214,26432388,Advanced Mass Spectrometry Proteomics,,0c6958c79b314cf4b3a4314487d6fd83,https://publications.scilifelab.se/publication/0c6958c79b314cf4b3a4314487d6fd83,https://doi.org/10.1111/eos.12214,https://www.ncbi.nlm.nih.gov/pubmed/26432388
Captured metagenomics: large-scale targeting of genes based on 'sequence capture' reveals functional diversity in soils.,"Manoharan L, Kushwaha SK, Hedlund K, Ahrén D",DNA Res.,2015,2015-12-00,2015-10-23,22,6,451-460,10.1093/dnares/dsv026,26490729,Bioinformatics Support and Infrastructure,,10824b62d1e24ae5996bfba113d94289,https://publications.scilifelab.se/publication/10824b62d1e24ae5996bfba113d94289,https://doi.org/10.1093/dnares/dsv026,https://www.ncbi.nlm.nih.gov/pubmed/26490729
Genetic fine mapping and genomic annotation defines causal mechanisms at type 2 diabetes susceptibility loci.,"Gaulton KJ, Ferreira T, Lee Y, Raimondo A, Mägi R, Reschen ME, Mahajan A, Locke A, Rayner NW, Robertson N, Scott RA, Prokopenko I, Scott LJ, Green T, Sparso T, Thuillier D, Yengo L, Grallert H, Wahl S, Frånberg M, Strawbridge RJ, Kestler H, Chheda H, Eisele L, Gustafsson S, Steinthorsdottir V, Thorleifsson G, Qi L, Karssen LC, van Leeuwen EM, Willems SM, Li M, Chen H, Fuchsberger C, Kwan P, Ma C, Linderman M, Lu Y, Thomsen SK, Rundle JK, Beer NL, van de Bunt M, Chalisey A, Kang HM, Voight BF, Abecasis GR, Almgren P, Baldassarre D, Balkau B, Benediktsson R, Blüher M, Boeing H, Bonnycastle LL, Bottinger EP, Burtt NP, Carey J, Charpentier G, Chines PS, Cornelis MC, Couper DJ, Crenshaw AT, van Dam RM, Doney AS, Dorkhan M, Edkins S, Eriksson JG, Esko T, Eury E, Fadista J, Flannick J, Fontanillas P, Fox C, Franks PW, Gertow K, Gieger C, Gigante B, Gottesman O, Grant GB, Grarup N, Groves CJ, Hassinen M, Have CT, Herder C, Holmen OL, Hreidarsson AB, Humphries SE, Hunter DJ, Jackson AU, Jonsson A, Jørgensen ME, Jørgensen T, Kao WH, Kerrison ND, Kinnunen L, Klopp N, Kong A, Kovacs P, Kraft P, Kravic J, Langford C, Leander K, Liang L, Lichtner P, Lindgren CM, Lindholm E, Linneberg A, Liu CT, Lobbens S, Luan J, Lyssenko V, Männistö S, McLeod O, Meyer J, Mihailov E, Mirza G, Mühleisen TW, Müller-Nurasyid M, Navarro C, Nöthen MM, Oskolkov NN, Owen KR, Palli D, Pechlivanis S, Peltonen L, Perry JR, Platou CG, Roden M, Ruderfer D, Rybin D, van der Schouw YT, Sennblad B, Sigurðsson G, Stančáková A, Steinbach G, Storm P, Strauch K, Stringham HM, Sun Q, Thorand B, Tikkanen E, Tonjes A, Trakalo J, Tremoli E, Tuomi T, Wennauer R, Wiltshire S, Wood AR, Zeggini E, Dunham I, Birney E, Pasquali L, Ferrer J, Loos RJ, Dupuis J, Florez JC, Boerwinkle E, Pankow JS, van Duijn C, Sijbrands E, Meigs JB, Hu FB, Thorsteinsdottir U, Stefansson K, Lakka TA, Rauramaa R, Stumvoll M, Pedersen NL, Lind L, Keinanen-Kiukaanniemi SM, Korpi-Hyövälti E, Saaristo TE, Saltevo J, Kuusisto J, Laakso M, Metspalu A, Erbel R, Jöcke KH, Moebus S, Ripatti S, Salomaa V, Ingelsson E, Boehm BO, Bergman RN, Collins FS, Mohlke KL, Koistinen H, Tuomilehto J, Hveem K, Njølstad I, Deloukas P, Donnelly PJ, Frayling TM, Hattersley AT, de Faire U, Hamsten A, Illig T, Peters A, Cauchi S, Sladek R, Froguel P, Hansen T, Pedersen O, Morris AD, Palmer CN, Kathiresan S, Melander O, Nilsson PM, Groop LC, Barroso I, Langenberg C, Wareham NJ, O'Callaghan CA, Gloyn AL, Altshuler D, Boehnke M, Teslovich TM, McCarthy MI, Morris AP, DIAbetes Genetics Replication And Meta-analysis (DIAGRAM) Consortium ",Nat. Genet.,2015,2015-12-00,2015-11-10,47,12,1415-1425,10.1038/ng.3437,26551672,NGI Uppsala (SNP&SEQ Technology Platform),,16a492883620469481857a0cb9c94665,https://publications.scilifelab.se/publication/16a492883620469481857a0cb9c94665,https://doi.org/10.1038/ng.3437,https://www.ncbi.nlm.nih.gov/pubmed/26551672
Emmprin Expression Predicts Response and Survival following Cisplatin Containing Chemotherapy for Bladder Cancer: A Validation Study.,"Hemdan T, Malmström PU, Jahnson S, Segersten U",J. Urol.,2015,2015-12-00,2015-06-30,194,6,1575-1581,10.1016/j.juro.2015.06.085,26119672,Tissue Profiling,,358408a84c874b8a801d08f7b2f89a2d,https://publications.scilifelab.se/publication/358408a84c874b8a801d08f7b2f89a2d,https://doi.org/10.1016/j.juro.2015.06.085,https://www.ncbi.nlm.nih.gov/pubmed/26119672
Genetic association analyses implicate aberrant regulation of innate and adaptive immunity genes in the pathogenesis of systemic lupus erythematosus.,"Bentham J, Morris DL, Cunninghame Graham DS, Pinder CL, Tombleson P, Behrens TW, Martín J, Fairfax BP, Knight JC, Chen L, Replogle J, Syvänen AC, Rönnblom L, Graham RR, Wither JE, Rioux JD, Alarcón-Riquelme ME, Vyse TJ",Nat. Genet.,2015,2015-12-00,2015-10-27,47,12,1457-1464,10.1038/ng.3434,26502338,NGI Uppsala (SNP&SEQ Technology Platform),,5857e1335d5a4eebaa79100f699edddd,https://publications.scilifelab.se/publication/5857e1335d5a4eebaa79100f699edddd,https://doi.org/10.1038/ng.3434,https://www.ncbi.nlm.nih.gov/pubmed/26502338
The Constrained Maximal Expression Level Owing to Haploidy Shapes Gene Content on the Mammalian X Chromosome.,"Hurst LD, Ghanbarian AT, Forrest AR, FANTOM consortium , Huminiecki L",PLoS Biol.,2015,2015-12-00,2015-12-18,13,12,e1002315,10.1371/journal.pbio.1002315,26685068,Bioinformatics Support and Infrastructure,,58dcb6fc60df458ebf62a6574f7a993d,https://publications.scilifelab.se/publication/58dcb6fc60df458ebf62a6574f7a993d,https://doi.org/10.1371/journal.pbio.1002315,https://www.ncbi.nlm.nih.gov/pubmed/26685068
The Plant Genome Integrative Explorer Resource: PlantGenIE.org.,"Sundell D, Mannapperuma C, Netotea S, Delhomme N, Lin YC, Sjödin A, Van de Peer Y, Jansson S, Hvidsten TR, Street NR",New Phytol.,2015,2015-12-00,2015-07-21,208,4,1149-1156,10.1111/nph.13557,26192091,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,6a635f8a475444aa920906cddc9098d1,https://publications.scilifelab.se/publication/6a635f8a475444aa920906cddc9098d1,https://doi.org/10.1111/nph.13557,https://www.ncbi.nlm.nih.gov/pubmed/26192091
Amelioration of the Fitness Costs of Antibiotic Resistance Due To Reduced Outer Membrane Permeability by Upregulation of Alternative Porins.,"Knopp M, Andersson DI",Mol. Biol. Evol.,2015,2015-12-00,2015-09-12,32,12,3252-3263,10.1093/molbev/msv195,26358402,"Mass Spectrometry-based Proteomics, Uppsala",,6b80e71c30e34c0ba0cfdfc4f2d8fc99,https://publications.scilifelab.se/publication/6b80e71c30e34c0ba0cfdfc4f2d8fc99,https://doi.org/10.1093/molbev/msv195,https://www.ncbi.nlm.nih.gov/pubmed/26358402
Phenotypic expansion of visceral myopathy associated with ACTG2 tandem base substitution.,"Klar J, Raykova D, Gustafson E, Tóthová I, Ameur A, Wanders A, Dahl N",Eur. J. Hum. Genet.,2015,2015-12-00,2015-03-19,23,12,1679-1683,10.1038/ejhg.2015.49,25782675,NGI Uppsala (Uppsala Genome Center),,75eed86d1a72489e8579fbd105541c14,https://publications.scilifelab.se/publication/75eed86d1a72489e8579fbd105541c14,https://doi.org/10.1038/ejhg.2015.49,https://www.ncbi.nlm.nih.gov/pubmed/25782675
The body mass index (BMI) is significantly correlated with levels of cytokines and chemokines in cerebrospinal fluid,"Larsson A, Carlsson L, Lind AL, Gordh T, Bodolea C, Kamali-Moghaddam M, Thulin M",Cytokine,2015,2015-12-00,2015-12-00,76,2,514-518,10.1016/j.cyto.2015.07.010,,"Clinical Biomarkers, PLA Proteomics","Service, Collaborative",7e29045a25ad435094a2bc9332f7c80f,https://publications.scilifelab.se/publication/7e29045a25ad435094a2bc9332f7c80f,https://doi.org/10.1016/j.cyto.2015.07.010,
Characterization of human organ donors testing positive for type 1 diabetes-associated autoantibodies.,"Wiberg A, Granstam A, Ingvast S, Härkönen T, Knip M, Korsgren O, Skog O",Clin. Exp. Immunol.,2015,2015-12-00,2015-08-28,182,3,278-288,10.1111/cei.12698,26313035,Tissue Profiling,,7ee7b468e4f941868bf2dfda5905da7b,https://publications.scilifelab.se/publication/7ee7b468e4f941868bf2dfda5905da7b,https://doi.org/10.1111/cei.12698,https://www.ncbi.nlm.nih.gov/pubmed/26313035
Bioenergetic cues shift FXR splicing towards FXRα2 to modulate hepatic lipolysis and fatty acid metabolism.,"Correia JC, Massart J, de Boer JF, Porsmyr-Palmertz M, Martínez-Redondo V, Agudelo LZ, Sinha I, Meierhofer D, Ribeiro V, Björnholm M, Sauer S, Dahlman-Wright K, Zierath JR, Groen AK, Ruas JL",Mol Metab,2015,2015-12-00,2015-09-26,4,12,891-902,10.1016/j.molmet.2015.09.005,26909306,Bioinformatics and Expression Analysis (BEA),,84c71058e29d40f8923f6d5826204e43,https://publications.scilifelab.se/publication/84c71058e29d40f8923f6d5826204e43,https://doi.org/10.1016/j.molmet.2015.09.005,https://www.ncbi.nlm.nih.gov/pubmed/26909306
Discovery of New Risk Markers for Ischemic Stroke Using a Novel Targeted Proteomics Chip.,"Lind L, Siegbahn A, Lindahl B, Stenemo M, Sundström J, Ärnlöv J",Stroke,2015,2015-12-00,2015-11-07,46,12,3340-3347,10.1161/STROKEAHA.115.010829,26542692,Clinical Biomarkers,,86bb922793fb467cac3dcc465a85a592,https://publications.scilifelab.se/publication/86bb922793fb467cac3dcc465a85a592,https://doi.org/10.1161/STROKEAHA.115.010829,https://www.ncbi.nlm.nih.gov/pubmed/26542692
Oral microbiota in patients with atherosclerosis.,"Fåk F, Tremaroli V, Bergström G, Bäckhed F",Atherosclerosis,2015,2015-12-00,2015-11-05,243,2,573-578,10.1016/j.atherosclerosis.2015.10.097,26536303,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,8b87b5ee37664544bb8815eb84b8e509,https://publications.scilifelab.se/publication/8b87b5ee37664544bb8815eb84b8e509,https://doi.org/10.1016/j.atherosclerosis.2015.10.097,https://www.ncbi.nlm.nih.gov/pubmed/26536303
Nanocellulose from green algae modulates the in vitro inflammatory response of monocytes/macrophages,"Hua K, Strømme M, Mihranyan A, Ferraz N",Cellulose,2015,2015-12-00,2015-10-03,22,6,3673-3688,10.1007/s10570-015-0772-2,,BioMaterial Interactions (BioMat),,8ce1003a6731439fa2816358f91fbbfb,https://publications.scilifelab.se/publication/8ce1003a6731439fa2816358f91fbbfb,https://doi.org/10.1007/s10570-015-0772-2,
Experiences with workflows for automating data-intensive bioinformatics,"Spjuth O, Bongcam-Rudloff E, Hernández GC, Forer L, Giovacchini M, Guimera RV, Kallio A, Korpelainen E, Kańduła MM, Krachunov M, Kreil DP, Kulev O, Łabaj PP, Lampa S, Pireddu L, Schönherr S, Siretskiy A, Vassilev D",Biol. Direct,2015,2015-12-00,2015-08-19,10,1,,10.1186/s13062-015-0071-8,,"Bioinformatics Support and Infrastructure, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",Service,93acb4cd31914e1a856c9a41b08fd8c3,https://publications.scilifelab.se/publication/93acb4cd31914e1a856c9a41b08fd8c3,https://doi.org/10.1186/s13062-015-0071-8,
"Susceptibility to infections, without concomitant hyper-IgE, reported in 1976, is caused by hypomorphic mutation in the phosphoglucomutase 3 (PGM3) gene.","Lundin KE, Hamasy A, Backe PH, Moens LN, Falk-Sörqvist E, Elgstøen KB, Mørkrid L, Bjørås M, Granert C, Norlin AC, Nilsson M, Christensson B, Stenmark S, Smith CI",Clin. Immunol.,2015,2015-12-00,2015-10-21,161,2,366-372,10.1016/j.clim.2015.10.002,26482871,Clinical Genomics Uppsala,Collaborative,a8c44f4ced194d43864e892c138660c6,https://publications.scilifelab.se/publication/a8c44f4ced194d43864e892c138660c6,https://doi.org/10.1016/j.clim.2015.10.002,https://www.ncbi.nlm.nih.gov/pubmed/26482871
