Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
Urinary prognostic biomarkers and classification of IgA nephropathy by high resolution mass spectrometry coupled with liquid chromatography.,"Kalantari S, Rutishauser D, Samavat S, Nafar M, Mahmudieh L, Rezaei-Tavirani M, Zubarev RA",PLoS ONE,2013,2013-12-05,2013-12-05,8,12,e80830,10.1371/journal.pone.0080830,24339887,Advanced Mass Spectrometry Proteomics,,7fb2788e0424442a8beda206a5ba52a1,https://publications.scilifelab.se/publication/7fb2788e0424442a8beda206a5ba52a1,https://doi.org/10.1371/journal.pone.0080830,https://www.ncbi.nlm.nih.gov/pubmed/24339887
The resveratrol tetramer (-)-hopeaphenol inhibits type III secretion in the gram-negative pathogens Yersinia pseudotuberculosis and Pseudomonas aeruginosa.,"Zetterström CE, Hasselgren J, Salin O, Davis RA, Quinn RJ, Sundin C, Elofsson M",PLoS ONE,2013,2013-12-04,2013-12-04,8,12,e81969,10.1371/journal.pone.0081969,24324737,Chemical Biology Consortium Sweden (CBCS),Collaborative,cb0392808b7d462a8d5675af3413c62d,https://publications.scilifelab.se/publication/cb0392808b7d462a8d5675af3413c62d,https://doi.org/10.1371/journal.pone.0081969,https://www.ncbi.nlm.nih.gov/pubmed/24324737
Integrated molecular portrait of non-small cell lung cancers.,"Lazar V, Suo C, Orear C, van den Oord J, Balogh Z, Guegan J, Job B, Meurice G, Ripoche H, Calza S, Hasmats J, Lundeberg J, Lacroix L, Vielh P, Dufour F, Lehtiö J, Napieralski R, Eggermont A, Schmitt M, Cadranel J, Besse B, Girard P, Blackhall F, Validire P, Soria JC, Dessen P, Hansson J, Pawitan Y",BMC Med Genomics,2013,2013-12-03,2013-12-03,6,,53,10.1186/1755-8794-6-53,24299561,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,5777fcc31a434305bb0a6ce50470d2fa,https://publications.scilifelab.se/publication/5777fcc31a434305bb0a6ce50470d2fa,https://doi.org/10.1186/1755-8794-6-53,https://www.ncbi.nlm.nih.gov/pubmed/24299561
A genome-wide association study of atopic dermatitis identifies loci with overlapping effects on asthma and psoriasis.,"Weidinger S, Willis-Owen SA, Kamatani Y, Baurecht H, Morar N, Liang L, Edser P, Street T, Rodriguez E, O'Regan GM, Beattie P, Fölster-Holst R, Franke A, Novak N, Fahy CM, Winge MC, Kabesch M, Illig T, Heath S, Söderhäll C, Melén E, Pershagen G, Kere J, Bradley M, Lieden A, Nordenskjold M, Harper JI, McLean WH, Brown SJ, Cookson WO, Lathrop GM, Irvine AD, Moffatt MF",Hum. Mol. Genet.,2013,2013-12-01,2013-07-28,22,23,4841-4856,10.1093/hmg/ddt317,23886662,Mutation Analysis Facility (MAF),,a46ef766eefd45899dc259fcca9ece5e,https://publications.scilifelab.se/publication/a46ef766eefd45899dc259fcca9ece5e,https://doi.org/10.1093/hmg/ddt317,https://www.ncbi.nlm.nih.gov/pubmed/23886662
Evaluation of real-time immunohistochemistry and interaction map as an alternative objective assessment of HER2 expression in human breast cancer tissue.,"Gedda L, Björkelund H, Lebel L, Asplund A, Dubois L, Wester K, Penagos N, Malmqvist M, Andersson K",Appl. Immunohistochem. Mol. Morphol.,2013,2013-12-00,2013-03-05,21,6,497-505,10.1097/PAI.0b013e318281162d,23455178,Tissue Profiling,,286e1b55573747cd98907f413c45d288,https://publications.scilifelab.se/publication/286e1b55573747cd98907f413c45d288,https://doi.org/10.1097/PAI.0b013e318281162d,https://www.ncbi.nlm.nih.gov/pubmed/23455178
The association between plasma homocysteine and coronary heart disease is modified by the MTHFR 677C>T polymorphism.,"Mehlig K, Leander K, de Faire U, Nyberg F, Berg C, Rosengren A, Björck L, Zetterberg H, Blennow K, Tognon G, Torén K, Strandhagen E, Lissner L, Thelle D",Heart,2013,2013-12-00,2013-09-10,99,23,1761-1765,10.1136/heartjnl-2013-304460,24014284,Mutation Analysis Facility (MAF),,2aebfba2d6f7437a881e7bd5a0c8b561,https://publications.scilifelab.se/publication/2aebfba2d6f7437a881e7bd5a0c8b561,https://doi.org/10.1136/heartjnl-2013-304460,https://www.ncbi.nlm.nih.gov/pubmed/24014284
Distinct loci in the CHRNA5/CHRNA3/CHRNB4 gene cluster are associated with onset of regular smoking.,"Stephens SH, Hartz SM, Hoft NR, Saccone NL, Corley RC, Hewitt JK, Hopfer CJ, Breslau N, Coon H, Chen X, Ducci F, Dueker N, Franceschini N, Frank J, Han Y, Hansel NN, Jiang C, Korhonen T, Lind PA, Liu J, Lyytikäinen LP, Michel M, Shaffer JR, Short SE, Sun J, Teumer A, Thompson JR, Vogelzangs N, Vink JM, Wenzlaff A, Wheeler W, Yang BZ, Aggen SH, Balmforth AJ, Baumeister SE, Beaty TH, Benjamin DJ, Bergen AW, Broms U, Cesarini D, Chatterjee N, Chen J, Cheng YC, Cichon S, Couper D, Cucca F, Dick D, Foroud T, Furberg H, Giegling I, Gillespie NA, Gu F, Hall AS, Hällfors J, Han S, Hartmann AM, Heikkilä K, Hickie IB, Hottenga JJ, Jousilahti P, Kaakinen M, Kähönen M, Koellinger PD, Kittner S, Konte B, Landi MT, Laatikainen T, Leppert M, Levy SM, Mathias RA, McNeil DW, Medland SE, Montgomery GW, Murray T, Nauck M, North KE, Paré PD, Pergadia M, Ruczinski I, Salomaa V, Viikari J, Willemsen G, Barnes KC, Boerwinkle E, Boomsma DI, Caporaso N, Edenberg HJ, Francks C, Gelernter J, Grabe HJ, Hops H, Jarvelin MR, Johannesson M, Kendler KS, Lehtimäki T, Magnusson PK, Marazita ML, Marchini J, Mitchell BD, Nöthen MM, Penninx BW, Raitakari O, Rietschel M, Rujescu D, Samani NJ, Schwartz AG, Shete S, Spitz M, Swan GE, Völzke H, Veijola J, Wei Q, Amos C, Cannon DS, Grucza R, Hatsukami D, Heath A, Johnson EO, Kaprio J, Madden P, Martin NG, Stevens VL, Weiss RB, Kraft P, Bierut LJ, Ehringer MA",Genet. Epidemiol.,2013,2013-12-00,2013-11-05,37,8,846-859,10.1002/gepi.21760,24186853,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,488ee7f3752e40e88f157740054a9687,https://publications.scilifelab.se/publication/488ee7f3752e40e88f157740054a9687,https://doi.org/10.1002/gepi.21760,https://www.ncbi.nlm.nih.gov/pubmed/24186853
Genetic variation at the IGF1 locus shows association with post-stroke outcome and to circulating IGF1.,"Aberg ND, Olsson S, Aberg D, Jood K, Stanne TM, Nilsson M, Blomstrand C, Svensson J, Isgaard J, Jern C",Eur. J. Endocrinol.,2013,2013-12-00,2013-09-06,169,6,759-765,10.1530/EJE-13-0486,24005314,NGI Uppsala (SNP&SEQ Technology Platform),,7f49476863204a018c8ee67c73b87ef9,https://publications.scilifelab.se/publication/7f49476863204a018c8ee67c73b87ef9,https://doi.org/10.1530/EJE-13-0486,https://www.ncbi.nlm.nih.gov/pubmed/24005314
Selectivity analysis of single binder assays used in plasma protein profiling.,"Neiman M, Fredolini C, Johansson H, Lehtiö J, Nygren P, Uhlén M, Nilsson P, Schwenk JM",Proteomics,2013,2013-12-00,2013-10-24,13,23-24,3406-3410,10.1002/pmic.201300030,24151238,Plasma Profiling,Technology development,87e3d2bb0d5442fe9c4911cc26f86f2f,https://publications.scilifelab.se/publication/87e3d2bb0d5442fe9c4911cc26f86f2f,https://doi.org/10.1002/pmic.201300030,https://www.ncbi.nlm.nih.gov/pubmed/24151238
Using transcriptomics to improve butanol tolerance of Synechocystis sp. strain PCC 6803.,"Anfelt J, Hallström B, Nielsen J, Uhlén M, Hudson EP",Appl. Environ. Microbiol.,2013,2013-12-00,2013-09-24,79,23,7419-7427,10.1128/AEM.02694-13,24056459,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,946ff156ff6d4f3da475a7dd36b2ec55,https://publications.scilifelab.se/publication/946ff156ff6d4f3da475a7dd36b2ec55,https://doi.org/10.1128/AEM.02694-13,https://www.ncbi.nlm.nih.gov/pubmed/24056459
DNA damage leads to progressive replicative decline but extends the life span of long-lived mutant animals.,"Lans H, Lindvall JM, Thijssen K, Karambelas AE, Cupac D, Fensgård O, Jansen G, Hoeijmakers JH, Nilsen H, Vermeulen W",Cell Death Differ.,2013,2013-12-00,2013-09-10,20,12,1709-1718,10.1038/cdd.2013.126,24013725,Bioinformatics and Expression Analysis (BEA),,ab50afb774244a2e9807d20362a79c94,https://publications.scilifelab.se/publication/ab50afb774244a2e9807d20362a79c94,https://doi.org/10.1038/cdd.2013.126,https://www.ncbi.nlm.nih.gov/pubmed/24013725
Protein expansion is primarily due to indels in intrinsically disordered regions.,"Light S, Sagit R, Sachenkova O, Ekman D, Elofsson A",Mol. Biol. Evol.,2013,2013-12-00,2013-09-17,30,12,2645-2653,10.1093/molbev/mst157,24037790,Bioinformatics Support and Infrastructure,,c4b3d70c6f7544148e5ab0eb59554e42,https://publications.scilifelab.se/publication/c4b3d70c6f7544148e5ab0eb59554e42,https://doi.org/10.1093/molbev/mst157,https://www.ncbi.nlm.nih.gov/pubmed/24037790
High expression of glycolytic and pigment proteins is associated with worse clinical outcome in stage III melanoma.,"Falkenius J, Lundeberg J, Johansson H, Tuominen R, Frostvik-Stolt M, Hansson J, Egyhazi Brage S",Melanoma Res.,2013,2013-12-00,2013-10-17,23,6,452-460,10.1097/CMR.0000000000000027,24128789,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,fe1fc2c14bcd46d5bfcb3010f2a515fe,https://publications.scilifelab.se/publication/fe1fc2c14bcd46d5bfcb3010f2a515fe,https://doi.org/10.1097/CMR.0000000000000027,https://www.ncbi.nlm.nih.gov/pubmed/24128789
Single-cell genomics reveal low recombination frequencies in freshwater bacteria of the SAR11 clade.,"Zaremba-Niedzwiedzka K, Viklund J, Zhao W, Ast J, Sczyrba A, Woyke T, McMahon K, Bertilsson S, Stepanauskas R, Andersson SG",Genome Biol.,2013,2013-11-28,2013-11-28,14,11,R130,10.1186/gb-2013-14-11-r130,24286338,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,a6b0b408e07c4c90b513a8d6b54e9ce6,https://publications.scilifelab.se/publication/a6b0b408e07c4c90b513a8d6b54e9ce6,https://doi.org/10.1186/gb-2013-14-11-r130,https://www.ncbi.nlm.nih.gov/pubmed/24286338
Identification of candidate serum proteins for classifying well-differentiated small intestinal neuroendocrine tumors.,"Darmanis S, Cui T, Drobin K, Li S, Öberg K, Nilsson P, Schwenk JM, Giandomenico V",PLoS ONE,2013,2013-11-25,2013-11-25,8,11,e81712,10.1371/journal.pone.0081712,24282616,Plasma Profiling,Collaborative,8f37c309a6f64a31b226eebe05a10d7c,https://publications.scilifelab.se/publication/8f37c309a6f64a31b226eebe05a10d7c,https://doi.org/10.1371/journal.pone.0081712,https://www.ncbi.nlm.nih.gov/pubmed/24282616
"Germline genetic contributions to risk for esophageal adenocarcinoma, Barrett's esophagus, and gastroesophageal reflux.","Ek WE, Levine DM, D'Amato M, Pedersen NL, Magnusson PKE, Bresso F, Onstad LE, Schmidt PT, Törnblom H, Nordenstedt H, Romero Y, Mayo Clinic Esophageal Adenocarcinoma and Barrett’s Esophagus Registry Consortium , Chow W, Murray LJ, Gammon MD, Liu G, Bernstein L, Casson AG, Risch HA, Shaheen NJ, Bird NC, Reid BJ, Corley DA, Hardie LJ, Ye W, Wu AH, Zucchelli M, Spector TD, Hysi P, Vaughan TL, Whiteman DC, MacGregor S, BEACON study investigators ",J. Natl. Cancer Inst.,2013,2013-11-20,2013-10-29,105,22,1711-1718,10.1093/jnci/djt303,24168968,NGI Uppsala (SNP&SEQ Technology Platform),Service,cf9a1e018f4a47939792c0af142bb446,https://publications.scilifelab.se/publication/cf9a1e018f4a47939792c0af142bb446,https://doi.org/10.1093/jnci/djt303,https://www.ncbi.nlm.nih.gov/pubmed/24168968
Rule-based models of the interplay between genetic and environmental factors in childhood allergy.,"Bornelöv S, Sääf A, Melén E, Bergström A, Torabi Moghadam B, Pulkkinen V, Acevedo N, Orsmark Pietras C, Ege M, Braun-Fahrländer C, Riedler J, Doekes G, Kabesch M, van Hage M, Kere J, Scheynius A, Söderhäll C, Pershagen G, Komorowski J",PLoS ONE,2013,2013-11-19,2013-11-19,8,11,e80080,10.1371/journal.pone.0080080,24260339,Mutation Analysis Facility (MAF),,424de8c4b51a4760b5bb0e7234c425c6,https://publications.scilifelab.se/publication/424de8c4b51a4760b5bb0e7234c425c6,https://doi.org/10.1371/journal.pone.0080080,https://www.ncbi.nlm.nih.gov/pubmed/24260339
De novo SNP discovery in the Scandinavian brown bear (Ursus arctos).,"Norman AJ, Street NR, Spong G",PLoS ONE,2013,2013-11-18,2013-11-18,8,11,e81012,10.1371/journal.pone.0081012,24260529,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,8cd7a8a94b4c44cbaceaf3096806f0cf,https://publications.scilifelab.se/publication/8cd7a8a94b4c44cbaceaf3096806f0cf,https://doi.org/10.1371/journal.pone.0081012,https://www.ncbi.nlm.nih.gov/pubmed/24260529
Early B-cell factor 1 regulates the expansion of B-cell progenitors in a dose-dependent manner.,"Åhsberg J, Ungerbäck J, Strid T, Welinder E, Stjernberg J, Larsson M, Qian H, Sigvardsson M",J. Biol. Chem.,2013,2013-11-15,2013-10-01,288,46,33449-33461,10.1074/jbc.M113.506261,24078629,Bioinformatics Support and Infrastructure,,0e3e7d2669db4343813208ec913c4d7c,https://publications.scilifelab.se/publication/0e3e7d2669db4343813208ec913c4d7c,https://doi.org/10.1074/jbc.M113.506261,https://www.ncbi.nlm.nih.gov/pubmed/24078629
Substrate specificity and oligomerization of human GMP synthetase.,"Welin M, Lehtiö L, Johansson A, Flodin S, Nyman T, Trésaugues L, Hammarström M, Gräslund S, Nordlund P",J. Mol. Biol.,2013,2013-11-15,2013-07-03,425,22,4323-4333,10.1016/j.jmb.2013.06.032,23816837,Protein Science Facility (PSF),,1ce5c99db9a6499388a5f8a45c816b5b,https://publications.scilifelab.se/publication/1ce5c99db9a6499388a5f8a45c816b5b,https://doi.org/10.1016/j.jmb.2013.06.032,https://www.ncbi.nlm.nih.gov/pubmed/23816837
"miR-128 regulates non-myocyte hyperplasia, deposition of extracellular matrix and Islet1 expression during newt cardiac regeneration.","Witman N, Heigwer J, Thaler B, Lui WO, Morrison JI",Dev. Biol.,2013,2013-11-15,2013-09-24,383,2,253-263,10.1016/j.ydbio.2013.09.011,24055866,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,6fdc95562b3e43dd8b114345f285b393,https://publications.scilifelab.se/publication/6fdc95562b3e43dd8b114345f285b393,https://doi.org/10.1016/j.ydbio.2013.09.011,https://www.ncbi.nlm.nih.gov/pubmed/24055866
Discovery of an allosteric inhibitor binding site in 3-Oxo-acyl-ACP reductase from Pseudomonas aeruginosa.,"Cukier CD, Hope AG, Elamin AA, Moynie L, Schnell R, Schach S, Kneuper H, Singh M, Naismith JH, Lindqvist Y, Gray DW, Schneider G",ACS Chem. Biol.,2013,2013-11-15,2013-09-11,8,11,2518-2527,10.1021/cb4005063,24015914,Protein Science Facility (PSF),,c1caa61eb6a045a3b3bb6d3d1a71bb72,https://publications.scilifelab.se/publication/c1caa61eb6a045a3b3bb6d3d1a71bb72,https://doi.org/10.1021/cb4005063,https://www.ncbi.nlm.nih.gov/pubmed/24015914
Polymer–Pendant Interactions in Poly(pyrrol-3-ylhydroquinone): A Solution for the Use of Conducting Polymers at Stable Conditions,"Karlsson C, Huang H, Strømme M, Gogoll A, Sjödin M",J. Phys. Chem. C,2013,2013-11-14,2013-11-05,117,45,23558-23567,10.1021/jp408567h,,Swedish NMR Centre (SNC),Service,e2d39a0589534e9cbe4380eb83850135,https://publications.scilifelab.se/publication/e2d39a0589534e9cbe4380eb83850135,https://doi.org/10.1021/jp408567h,
Efficient cellular fractionation improves RNA sequencing analysis of mature and nascent transcripts from human tissues.,"Zaghlool A, Ameur A, Nyberg L, Halvardson J, Grabherr M, Cavelier L, Feuk L",BMC Biotechnol.,2013,2013-11-13,2013-11-13,13,,99,10.1186/1472-6750-13-99,24225116,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), NGI Uppsala (Uppsala Genome Center)",,ff05473b33024d5c9f21023b2d66771d,https://publications.scilifelab.se/publication/ff05473b33024d5c9f21023b2d66771d,https://doi.org/10.1186/1472-6750-13-99,https://www.ncbi.nlm.nih.gov/pubmed/24225116
Disturbance induced decoupling between host genetics and composition of the associated microbiome.,"Wegner KM, Volkenborn N, Peter H, Eiler A",BMC Microbiol.,2013,2013-11-09,2013-11-09,13,,252,10.1186/1471-2180-13-252,24206899,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)",,3e542af66758413d8305a824c4580c52,https://publications.scilifelab.se/publication/3e542af66758413d8305a824c4580c52,https://doi.org/10.1186/1471-2180-13-252,https://www.ncbi.nlm.nih.gov/pubmed/24206899
ChIP-seq in steatohepatitis and normal liver tissue identifies candidate disease mechanisms related to progression to cancer.,"Bysani M, Wallerman O, Bornelöv S, Zatloukal K, Komorowski J, Wadelius C",BMC Med Genomics,2013,2013-11-08,2013-11-08,6,,50,10.1186/1755-8794-6-50,24206787,NGI Uppsala (SNP&SEQ Technology Platform),,f61ae0b4ae3247e08413933bcabfd54c,https://publications.scilifelab.se/publication/f61ae0b4ae3247e08413933bcabfd54c,https://doi.org/10.1186/1755-8794-6-50,https://www.ncbi.nlm.nih.gov/pubmed/24206787
"Inference of the genetic architecture underlying BMI and height with the use of 20,240 sibling pairs.","Hemani G, Yang J, Vinkhuyzen A, Powell JE, Willemsen G, Hottenga J, Abdellaoui A, Mangino M, Valdes AM, Medland SE, Madden PA, Heath AC, Henders AK, Nyholt DR, de Geus EJC, Magnusson PKE, Ingelsson E, Montgomery GW, Spector TD, Boomsma DI, Pedersen NL, Martin NG, Visscher PM",Am. J. Hum. Genet.,2013,2013-11-07,2013-10-31,93,5,865-875,10.1016/j.ajhg.2013.10.005,24183453,NGI Uppsala (SNP&SEQ Technology Platform),Service,f5d0e962ca7849b3aab152e12b610925,https://publications.scilifelab.se/publication/f5d0e962ca7849b3aab152e12b610925,https://doi.org/10.1016/j.ajhg.2013.10.005,https://www.ncbi.nlm.nih.gov/pubmed/24183453
Identification of candidate genes and mutations in QTL regions for chicken growth using bioinformatic analysis of NGS and SNP-chip data.,"Ahsan M, Li X, Lundberg AE, Kierczak M, Siegel PB, Carlborg O, Marklund S",Front Genet,2013,2013-11-05,2013-11-05,4,,226,10.3389/fgene.2013.00226,24204379,NGI Uppsala (Uppsala Genome Center),,5a8e5648af424a1daf3ce96a387a87de,https://publications.scilifelab.se/publication/5a8e5648af424a1daf3ce96a387a87de,https://doi.org/10.3389/fgene.2013.00226,https://www.ncbi.nlm.nih.gov/pubmed/24204379
Combined in vitro-in vivo approach to assess the hepatobiliary disposition of a novel oral thrombin inhibitor.,"Matsson EM, Eriksson UG, Palm JE, Artursson P, Karlgren M, Lazorova L, Brännström M, Ekdahl A, Dunér K, Knutson L, Johansson S, Schützer K, Lennernäs H",Mol. Pharm.,2013,2013-11-04,2013-10-02,10,11,4252-4262,10.1021/mp400341t,24079718,Chemical Biology Consortium Sweden (CBCS),Collaborative,1956081d2c194ceb9123bdd54fd2a414,https://publications.scilifelab.se/publication/1956081d2c194ceb9123bdd54fd2a414,https://doi.org/10.1021/mp400341t,https://www.ncbi.nlm.nih.gov/pubmed/24079718
In vitro and in vivo evaluation of osteoporosis therapeutic peptide PTH 1-34 loaded pegylated chitosan nanoparticles.,"Narayanan D, Anitha A, Jayakumar R, Chennazhi KP",Mol. Pharm.,2013,2013-11-04,2013-09-07,10,11,4159-4167,10.1021/mp400184v,24006937,NGI Uppsala (Uppsala Genome Center),,9e71b1a3eb5349e9ac0dc76875ccf830,https://publications.scilifelab.se/publication/9e71b1a3eb5349e9ac0dc76875ccf830,https://doi.org/10.1021/mp400184v,https://www.ncbi.nlm.nih.gov/pubmed/24006937
"7,8- and 5,8-Linoleate diol synthases support the heterolytic scission of oxygen-oxygen bonds by different amide residues.","Hoffmann I, Oliw EH",Arch. Biochem. Biophys.,2013,2013-11-01,2013-09-26,539,1,87-91,10.1016/j.abb.2013.09.010,24060467,NGI Uppsala (Uppsala Genome Center),,a892d5f80fc540f693889b0cb504cfbe,https://publications.scilifelab.se/publication/a892d5f80fc540f693889b0cb504cfbe,https://doi.org/10.1016/j.abb.2013.09.010,https://www.ncbi.nlm.nih.gov/pubmed/24060467
Genome-wide DNA methylation assay reveals novel candidate biomarker genes in cervical cancer.,"Farkas SA, Milutin-Gašperov N, Grce M, Nilsson TK",Epigenetics,2013,2013-11-00,2013-09-14,8,11,1213-1225,10.4161/epi.26346,24030264,NGI Uppsala (SNP&SEQ Technology Platform),,29c8265f35684c9b9aa061f8bba87c57,https://publications.scilifelab.se/publication/29c8265f35684c9b9aa061f8bba87c57,https://doi.org/10.4161/epi.26346,https://www.ncbi.nlm.nih.gov/pubmed/24030264
