Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
Genetic Variants in CHIA and CHI3L1 Are Associated with the IgE Response to the Ascaris Resistance Marker ABA-1 and the Birch Pollen Allergen Bet v 1.,"Acevedo N, Bornacelly A, Mercado D, Unneberg P, Mittermann I, Valenta R, Kennedy M, Scheynius A, Caraballo L",PLoS ONE,2016,2016-12-15,2016-12-15,11,12,e0167453,10.1371/journal.pone.0167453,27977724,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Collaborative",a965f00cd08e43a19a3edd336da2cc19,https://publications.scilifelab.se/publication/a965f00cd08e43a19a3edd336da2cc19,https://doi.org/10.1371/journal.pone.0167453,https://www.ncbi.nlm.nih.gov/pubmed/27977724
Transposon Mutagenesis Reveals Fludarabine Resistance Mechanisms in Chronic Lymphocytic Leukemia.,"Pandzic T, Larsson J, He L, Kundu S, Ban K, Akhtar-Ali M, Hellström AR, Schuh A, Clifford R, Blakemore SJ, Strefford JC, Baumann T, Lopez-Guillermo A, Campo E, Ljungström V, Mansouri L, Rosenquist R, Sjöblom T, Hellström M",Clin. Cancer Res.,2016,2016-12-15,2016-03-10,22,24,6217-6227,10.1158/1078-0432.CCR-15-2903,26957556,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform), NGI Uppsala (Uppsala Genome Center)","Service, Service, Service",d33eb283488241759ee9c4d96ce3fea5,https://publications.scilifelab.se/publication/d33eb283488241759ee9c4d96ce3fea5,https://doi.org/10.1158/1078-0432.CCR-15-2903,https://www.ncbi.nlm.nih.gov/pubmed/26957556
TRPM8 polymorphisms associated with increased risk of IBS-C and IBS-M.,"Henström M, Hadizadeh F, Beyder A, Bonfiglio F, Zheng T, Assadi G, Rafter J, Bujanda L, Agreus L, Andreasson A, Dlugosz A, Lindberg G, Schmidt PT, Karling P, Ohlsson B, Talley NJ, Simren M, Walter S, Wouters M, Farrugia G, D'Amato M",Gut,2016,2016-12-14,2016-12-14,,,,10.1136/gutjnl-2016-313346,27974553,NGI Uppsala (SNP&SEQ Technology Platform),Service,cdd3cd965b3b40d6ae40502c00816ea2,https://publications.scilifelab.se/publication/cdd3cd965b3b40d6ae40502c00816ea2,https://doi.org/10.1136/gutjnl-2016-313346,https://www.ncbi.nlm.nih.gov/pubmed/27974553
The protein phosphatase 2A regulatory subunit PR70 is a gonosomal melanoma tumor suppressor gene.,"van Kempen LC, Redpath M, Elchebly M, Klein KO, Papadakis AI, Wilmott JS, Scolyer RA, Edqvist PH, Pontén F, Schadendorf D, van Rijk AF, Michiels S, Dumay A, Helbling-Leclerc A, Dessen P, Wouters J, Stass M, Greenwood CM, Ghanem GE, van den Oord J, Feunteun J, Spatz A",Sci Transl Med,2016,2016-12-14,2016-12-16,8,369,369ra177,10.1126/scitranslmed.aai9188,27974665,Tissue Profiling,Collaborative,dfd8ea6e405c4ef5881fcc593abb988b,https://publications.scilifelab.se/publication/dfd8ea6e405c4ef5881fcc593abb988b,https://doi.org/10.1126/scitranslmed.aai9188,https://www.ncbi.nlm.nih.gov/pubmed/27974665
Clonal Variation in Drug and Radiation Response among Glioma-Initiating Cells Is Linked to Proneural-Mesenchymal Transition.,"Segerman A, Niklasson M, Haglund C, Bergström T, Jarvius M, Xie Y, Westermark A, Sönmez D, Hermansson A, Kastemar M, Naimaie-Ali Z, Nyberg F, Berglund M, Sundström M, Hesselager G, Uhrbom L, Gustafsson M, Larsson R, Fryknäs M, Segerman B, Westermark B",Cell Rep,2016,2016-12-13,2016-12-16,17,11,2994-3009,10.1016/j.celrep.2016.11.056,27974212,NGI Uppsala (SNP&SEQ Technology Platform),Service,58c86b88e7624acb9c39aa236db627a7,https://publications.scilifelab.se/publication/58c86b88e7624acb9c39aa236db627a7,https://doi.org/10.1016/j.celrep.2016.11.056,https://www.ncbi.nlm.nih.gov/pubmed/27974212
The In Vitro Stability of Circulating Tumour DNA.,"Henao Diaz E, Yachnin J, Grönberg H, Lindberg J",PLoS ONE,2016,2016-12-13,2016-12-13,11,12,e0168153,10.1371/journal.pone.0168153,27959945,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Service",af84b9a196824a34bd3fa45aa9f41ce5,https://publications.scilifelab.se/publication/af84b9a196824a34bd3fa45aa9f41ce5,https://doi.org/10.1371/journal.pone.0168153,https://www.ncbi.nlm.nih.gov/pubmed/27959945
Frequent NFKBIE deletions are associated with poor outcome in primary mediastinal B-cell lymphoma.,"Mansouri L, Noerenberg D, Young E, Mylonas E, Abdulla M, Frick M, Asmar F, Ljungström V, Schneider M, Yoshida K, Skaftason A, Pandzic T, Gonzalez B, Tasidou A, Waldhueter N, Rivas-Delgado A, Angelopoulou M, Ziepert M, Arends CM, Couronné L, Lenze D, Baldus CD, Bastard C, Okosun J, Fitzgibbon J, Dörken B, Drexler HG, Roos-Weil D, Schmitt CA, Munch-Petersen HD, Zenz T, Hansmann ML, Strefford JC, Enblad G, Bernard OA, Ralfkiaer E, Erlanson M, Korkolopoulou P, Hultdin M, Papadaki T, Grønbæk K, Lopez-Guillermo A, Ogawa S, Küppers R, Stamatopoulos K, Stavroyianni N, Kanellis G, Rosenwald A, Campo E, Amini RM, Ott G, Vassilakopoulos TP, Hummel M, Rosenquist R, Damm F",Blood,2016,2016-12-08,2016-09-28,128,23,2666-2670,10.1182/blood-2016-03-704528,27670424,Clinical Genomics Uppsala,Collaborative,27036b54eac84ccd8bf21fc7cde5af87,https://publications.scilifelab.se/publication/27036b54eac84ccd8bf21fc7cde5af87,https://doi.org/10.1182/blood-2016-03-704528,https://www.ncbi.nlm.nih.gov/pubmed/27670424
Serum Autoantibody Profiling of Patients with Paraneoplastic and Non-Paraneoplastic Autoimmune Retinopathy.,"Ten Berge JC, van Rosmalen J, Vermeer J, Hellström C, Lindskog C, Nilsson P, Qundos U, Rothova A, Schreurs MW",PLoS ONE,2016,2016-12-08,2016-12-08,11,12,e0167909,10.1371/journal.pone.0167909,27930731,"Autoimmunity Profiling, Tissue Profiling","Collaborative, Collaborative",6d4051df52d54ba9bfd4f813cd64f9d5,https://publications.scilifelab.se/publication/6d4051df52d54ba9bfd4f813cd64f9d5,https://doi.org/10.1371/journal.pone.0167909,https://www.ncbi.nlm.nih.gov/pubmed/27930731
"PDGFB, a new candidate plasma biomarker for venous thromboembolism: results from the VEREMA affinity proteomics study.","Bruzelius M, Iglesias MJ, Hong MG, Sanchez-Rivera L, Gyorgy B, Souto JC, Frånberg M, Fredolini C, Strawbridge RJ, Holmström M, Hamsten A, Uhlén M, Silveira A, Soria JM, Smadja DM, Butler LM, Schwenk JM, Morange PE, Trégouët DA, Odeberg J",Blood,2016,2016-12-08,2016-10-16,128,23,e59-e66,10.1182/blood-2016-05-711846,27742707,Plasma Profiling,Collaborative,aaaf64893fe54c5196aaf8f4943829e6,https://publications.scilifelab.se/publication/aaaf64893fe54c5196aaf8f4943829e6,https://doi.org/10.1182/blood-2016-05-711846,https://www.ncbi.nlm.nih.gov/pubmed/27742707
An oxygen-sensitive toxin-antitoxin system.,"Marimon O, Teixeira JM, Cordeiro TN, Soo VW, Wood TL, Mayzel M, Amata I, García J, Morera A, Gay M, Vilaseca M, Orekhov VY, Wood TK, Pons M",Nat Commun,2016,2016-12-08,2016-12-08,7,,13634,10.1038/ncomms13634,27929062,Swedish NMR Centre (SNC),Collaborative,e019679b363f4778998bc039ebd9783c,https://publications.scilifelab.se/publication/e019679b363f4778998bc039ebd9783c,https://doi.org/10.1038/ncomms13634,https://www.ncbi.nlm.nih.gov/pubmed/27929062
"A genetic risk score composed of rheumatoid arthritis risk alleles, HLA-DRB1 haplotypes, and response to TNFi therapy - results from a Swedish cohort study.","Jiang X, Askling J, Saevarsdottir S, Padyukov L, Alfredsson L, Viatte S, Frisell T",Arthritis Res. Ther.,2016,2016-12-03,2016-12-03,18,1,288,10.1186/s13075-016-1174-z,27912794,NGI Uppsala (SNP&SEQ Technology Platform),Service,6e813ba50d384e0f9d6704a427426f5e,https://publications.scilifelab.se/publication/6e813ba50d384e0f9d6704a427426f5e,https://doi.org/10.1186/s13075-016-1174-z,https://www.ncbi.nlm.nih.gov/pubmed/27912794
Quantitative and Selective Analysis of Feline Growth Related Proteins Using Parallel Reaction Monitoring High Resolution Mass Spectrometry.,"Sundberg M, Strage EM, Bergquist J, Holst BS, Ramström M",PLoS ONE,2016,2016-12-01,2016-12-01,11,12,e0167138,10.1371/journal.pone.0167138,27907059,"Mass Spectrometry-based Proteomics, Uppsala",Technology development,a3a72288a46e46ee9aacb77c09214ad6,https://publications.scilifelab.se/publication/a3a72288a46e46ee9aacb77c09214ad6,https://doi.org/10.1371/journal.pone.0167138,https://www.ncbi.nlm.nih.gov/pubmed/27907059
Elucidating selection processes for antibiotic resistance in sewage treatment plants using metagenomics.,"Bengtsson-Palme J, Hammarén R, Pal C, Östman M, Björlenius B, Flach CF, Fick J, Kristiansson E, Tysklind M, Larsson DG",Sci. Total Environ.,2016,2016-12-01,2016-08-21,572,,697-712,10.1016/j.scitotenv.2016.06.228,27542633,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Service",a7f8cdcb464249c6878b51041d271c74,https://publications.scilifelab.se/publication/a7f8cdcb464249c6878b51041d271c74,https://doi.org/10.1016/j.scitotenv.2016.06.228,https://www.ncbi.nlm.nih.gov/pubmed/27542633
Viral Metagenomic Analysis Displays the Co-Infection Situation in Healthy and PMWS Affected Pigs.,"Blomström AL, Fossum C, Wallgren P, Berg M",PLoS ONE,2016,2016-12-01,2016-12-01,11,12,e0166863,10.1371/journal.pone.0166863,27907010,NGI Uppsala (SNP&SEQ Technology Platform),Service,f4e8fd6993a241779e67d9409ef49562,https://publications.scilifelab.se/publication/f4e8fd6993a241779e67d9409ef49562,https://doi.org/10.1371/journal.pone.0166863,https://www.ncbi.nlm.nih.gov/pubmed/27907010
A high-throughput functional genomics workflow based on CRISPR/Cas9-mediated targeted mutagenesis in zebrafish.,"Varshney GK, Carrington B, Pei W, Bishop K, Chen Z, Fan C, Xu L, Jones M, LaFave MC, Ledin J, Sood R, Burgess SM",Nat Protoc,2016,2016-12-00,2016-10-27,11,12,2357-2375,10.1038/nprot.2016.141,27809318,Genome Engineering Zebrafish,Technology development,1114e0886af841b58cd91654ec49c796,https://publications.scilifelab.se/publication/1114e0886af841b58cd91654ec49c796,https://doi.org/10.1038/nprot.2016.141,https://www.ncbi.nlm.nih.gov/pubmed/27809318
Spatial subsidies in spider diets vary with shoreline structure: Complementary evidence from molecular diet analysis and stable isotopes.,"Hambäck PA, Weingartner E, Dalén L, Wirta H, Roslin T",Ecol Evol,2016,2016-12-00,2016-10-26,6,23,8431-8439,10.1002/ece3.2536,28031795,Bioinformatics Support and Infrastructure,Service,17d3f0529e1043fb8ddc82759f401c5f,https://publications.scilifelab.se/publication/17d3f0529e1043fb8ddc82759f401c5f,https://doi.org/10.1002/ece3.2536,https://www.ncbi.nlm.nih.gov/pubmed/28031795
Using 2D NMR to characterize the structure of the low and high molecular weight fractions of bio-oil obtained from LignoBoost™ kraft lignin depolymerized in subcritical water,"Mattsson C, Andersson SI, Belkheiri T, Åmand LE, Olausson L, Vamling L, Theliander H",Biomass and Bioenergy,2016,2016-12-00,2016-12-00,95,,364-377,10.1016/j.biombioe.2016.09.004,,Swedish NMR Centre (SNC),Service,1ff4fa0ec02e4a5bbf09d435e6a0f0da,https://publications.scilifelab.se/publication/1ff4fa0ec02e4a5bbf09d435e6a0f0da,https://doi.org/10.1016/j.biombioe.2016.09.004,
Regulation of amino-acid metabolism controls flux to lipid accumulation in Yarrowia lipolytica,"Kerkhoven EJ, Pomraning KR, Baker SE, Nielsen J",npj Syst Biol Appl,2016,2016-12-00,2016-03-03,2,1,,10.1038/npjsba.2016.5,,NGI Uppsala (Uppsala Genome Center),Service,20b5ce2806f846e2981fdd6e38297cc4,https://publications.scilifelab.se/publication/20b5ce2806f846e2981fdd6e38297cc4,https://doi.org/10.1038/npjsba.2016.5,
Dissecting the Metabolic Role of Mitochondria during Developmental Leaf Senescence.,"Chrobok D, Law SR, Brouwer B, Lindén P, Ziolkowska A, Liebsch D, Narsai R, Szal B, Moritz T, Rouhier N, Whelan J, Gardeström P, Keech O",Plant Physiol.,2016,2016-12-00,2016-10-21,172,4,2132-2153,10.1104/pp.16.01463,27744300,Swedish Metabolomics Centre (SMC),Service,272174e30f92414ba799135f556051ef,https://publications.scilifelab.se/publication/272174e30f92414ba799135f556051ef,https://doi.org/10.1104/pp.16.01463,https://www.ncbi.nlm.nih.gov/pubmed/27744300
Extended exome sequencing identifies BACH2 as a novel major risk locus for Addison's disease.,"Eriksson D, Bianchi M, Landegren N, Nordin J, Dalin F, Mathioudaki A, Eriksson GN, Hultin-Rosenberg L, Dahlqvist J, Zetterqvist H, Karlsson Å, Hallgren Å, Farias FH, Murén E, Ahlgren KM, Lobell A, Andersson G, Tandre K, Dahlqvist SR, Söderkvist P, Rönnblom L, Hulting AL, Wahlberg J, Ekwall O, Dahlqvist P, Meadows JR, Bensing S, Lindblad-Toh K, Kämpe O, Pielberg GR",J. Intern. Med.,2016,2016-12-00,2016-11-04,280,6,595-608,10.1111/joim.12569,27807919,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform)","Service, Service",4d24e6c3e9964c54b9ac5031bb376794,https://publications.scilifelab.se/publication/4d24e6c3e9964c54b9ac5031bb376794,https://doi.org/10.1111/joim.12569,https://www.ncbi.nlm.nih.gov/pubmed/27807919
Genome-wide analysis identifies 12 loci influencing human reproductive behavior.,"Barban N, Jansen R, de Vlaming R, Vaez A, Mandemakers JJ, Tropf FC, Shen X, Wilson JF, Chasman DI, Nolte IM, Tragante V, van der Laan SW, Perry JR, Kong A, BIOS Consortium , Ahluwalia TS, Albrecht E, Yerges-Armstrong L, Atzmon G, Auro K, Ayers K, Bakshi A, Ben-Avraham D, Berger K, Bergman A, Bertram L, Bielak LF, Bjornsdottir G, Bonder MJ, Broer L, Bui M, Barbieri C, Cavadino A, Chavarro JE, Turman C, Concas MP, Cordell HJ, Davies G, Eibich P, Eriksson N, Esko T, Eriksson J, Falahi F, Felix JF, Fontana MA, Franke L, Gandin I, Gaskins AJ, Gieger C, Gunderson EP, Guo X, Hayward C, He C, Hofer E, Huang H, Joshi PK, Kanoni S, Karlsson R, Kiechl S, Kifley A, Kluttig A, Kraft P, Lagou V, Lecoeur C, Lahti J, Li-Gao R, Lind PA, Liu T, Makalic E, Mamasoula C, Matteson L, Mbarek H, McArdle PF, McMahon G, Meddens SF, Mihailov E, Miller M, Missmer SA, Monnereau C, van der Most PJ, Myhre R, Nalls MA, Nutile T, Kalafati IP, Porcu E, Prokopenko I, Rajan KB, Rich-Edwards J, Rietveld CA, Robino A, Rose LM, Rueedi R, Ryan KA, Saba Y, Schmidt D, Smith JA, Stolk L, Streeten E, Tönjes A, Thorleifsson G, Ulivi S, Wedenoja J, Wellmann J, Willeit P, Yao J, Yengo L, Zhao JH, Zhao W, Zhernakova DV, Amin N, Andrews H, Balkau B, Barzilai N, Bergmann S, Biino G, Bisgaard H, Bønnelykke K, Boomsma DI, Buring JE, Campbell H, Cappellani S, Ciullo M, Cox SR, Cucca F, Toniolo D, Davey-Smith G, Deary IJ, Dedoussis G, Deloukas P, van Duijn CM, de Geus EJ, Eriksson JG, Evans DA, Faul JD, Sala CF, Froguel P, Gasparini P, Girotto G, Grabe HJ, Greiser KH, Groenen PJ, de Haan HG, Haerting J, Harris TB, Heath AC, Heikkilä K, Hofman A, Homuth G, Holliday EG, Hopper J, Hyppönen E, Jacobsson B, Jaddoe VW, Johannesson M, Jugessur A, Kähönen M, Kajantie E, Kardia SL, Keavney B, Kolcic I, Koponen P, Kovacs P, Kronenberg F, Kutalik Z, La Bianca M, Lachance G, Iacono WG, Lai S, Lehtimäki T, Liewald DC, LifeLines Cohort Study , Lindgren CM, Liu Y, Luben R, Lucht M, Luoto R, Magnus P, Magnusson PK, Martin NG, McGue M, McQuillan R, Medland SE, Meisinger C, Mellström D, Metspalu A, Traglia M, Milani L, Mitchell P, Montgomery GW, Mook-Kanamori D, de Mutsert R, Nohr EA, Ohlsson C, Olsen J, Ong KK, Paternoster L, Pattie A, Penninx BW, Perola M, Peyser PA, Pirastu M, Polasek O, Power C, Kaprio J, Raffel LJ, Räikkönen K, Raitakari O, Ridker PM, Ring SM, Roll K, Rudan I, Ruggiero D, Rujescu D, Salomaa V, Schlessinger D, Schmidt H, Schmidt R, Schupf N, Smit J, Sorice R, Spector TD, Starr JM, Stöckl D, Strauch K, Stumvoll M, Swertz MA, Thorsteinsdottir U, Thurik AR, Timpson NJ, Tung JY, Uitterlinden AG, Vaccargiu S, Viikari J, Vitart V, Völzke H, Vollenweider P, Vuckovic D, Waage J, Wagner GG, Wang JJ, Wareham NJ, Weir DR, Willemsen G, Willeit J, Wright AF, Zondervan KT, Stefansson K, Krueger RF, Lee JJ, Benjamin DJ, Cesarini D, Koellinger PD, den Hoed M, Snieder H, Mills MC",Nat. Genet.,2016,2016-12-00,2016-11-01,48,12,1462-1472,10.1038/ng.3698,27798627,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform)","Service, Service",673eaac28d7a417f9e3f2555544b992c,https://publications.scilifelab.se/publication/673eaac28d7a417f9e3f2555544b992c,https://doi.org/10.1038/ng.3698,https://www.ncbi.nlm.nih.gov/pubmed/27798627
CSF profiling of the human brain enriched proteome reveals associations of neuromodulin and neurogranin to Alzheimer's disease.,"Remnestål J, Just D, Mitsios N, Fredolini C, Mulder J, Schwenk JM, Uhlén M, Kultima K, Ingelsson M, Kilander L, Lannfelt L, Svenningsson P, Nellgård B, Zetterberg H, Blennow K, Nilsson P, Häggmark-Månberg A",Proteomics Clin Appl,2016,2016-12-00,2016-10-26,10,12,1242-1253,10.1002/prca.201500150,27604409,"Fluorescence Tissue Profiling, Plasma Profiling","Collaborative, Collaborative",7362064a1f044c14a2e50a26392e171a,https://publications.scilifelab.se/publication/7362064a1f044c14a2e50a26392e171a,https://doi.org/10.1002/prca.201500150,https://www.ncbi.nlm.nih.gov/pubmed/27604409
Early Perspective,"Seashore-Ludlow B, Lundbäck T",J Biomol Screen,2016,2016-12-00,2016-12-00,21,10,1019-1033,10.1177/1087057116659256,,Chemical Biology Consortium Sweden (CBCS),Technology development,79f9470c7f03483f9ecb1a5d6a7dd093,https://publications.scilifelab.se/publication/79f9470c7f03483f9ecb1a5d6a7dd093,https://doi.org/10.1177/1087057116659256,
The disappearing San of southeastern Africa and their genetic affinities.,"Schlebusch CM, Prins F, Lombard M, Jakobsson M, Soodyall H",Hum. Genet.,2016,2016-12-00,2016-09-22,135,12,1365-1373,10.1007/s00439-016-1729-8,27651137,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform)","Service, Service",943139d0335a490794e3bf5bb419e4ce,https://publications.scilifelab.se/publication/943139d0335a490794e3bf5bb419e4ce,https://doi.org/10.1007/s00439-016-1729-8,https://www.ncbi.nlm.nih.gov/pubmed/27651137
