Title,Authors,Journal,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL
Lipid Driven Nanodomains in Giant Lipid Vesicles are Fluid and Disordered,"Koukalová A, Amaro M, Aydogan G, Gröbner G, Williamson PTF, Mikhalyov I, Hof M, Šachl R",Sci Rep,2017,2017-12-00,2017-07-14,7,1,,10.1038/s41598-017-05539-y,,Swedish NMR Centre (SNC),Service,d02a556562e44a34b6ef847d62486f9a,https://publications.scilifelab.se/publication/d02a556562e44a34b6ef847d62486f9a,https://doi.org/10.1038/s41598-017-05539-y,
"Lubricin binds cartilage proteins, cartilage oligomeric matrix protein, fibronectin and collagen II at the cartilage surface","Flowers SA, Zieba A, Örnros J, Jin C, Rolfson O, Björkman LI, Eisler T, Kalamajski S, Kamali-Moghaddam M, Karlsson NG",Sci Rep,2017,2017-12-00,2017-10-13,7,1,,10.1038/s41598-017-13558-y,29030641,PLA Proteomics,Collaborative,dccc5b57e965405481a268f2e6289c07,https://publications.scilifelab.se/publication/dccc5b57e965405481a268f2e6289c07,https://doi.org/10.1038/s41598-017-13558-y,https://www.ncbi.nlm.nih.gov/pubmed/29030641
Fluorescent CRISPR Adaptation Reporter for rapid quantification of spacer acquisition,"Amlinger L, Hoekzema M, Wagner EGH, Koskiniemi S, Lundgren M",Sci Rep,2017,2017-12-00,2017-09-04,7,1,,10.1038/s41598-017-10876-z,28871175,"Bioinformatics Compute and Storage, NGI Uppsala (Uppsala Genome Center)","Service, Service",dd70e362cb6943229c091af5a0fe1185,https://publications.scilifelab.se/publication/dd70e362cb6943229c091af5a0fe1185,https://doi.org/10.1038/s41598-017-10876-z,https://www.ncbi.nlm.nih.gov/pubmed/28871175
Microbial mineralization of cellulose in frozen soils,"Segura JH, Nilsson MB, Haei M, Sparrman T, Mikkola JP, Gräsvik J, Schleucher J, Öquist MG",Nat Commun,2017,2017-12-00,2017-10-27,8,1,,10.1038/s41467-017-01230-y,,Swedish NMR Centre (SNC),Collaborative,f6edb416401d4e0c8654c1e81fba413e,https://publications.scilifelab.se/publication/f6edb416401d4e0c8654c1e81fba413e,https://doi.org/10.1038/s41467-017-01230-y,
Identification and description of three families with familial Alzheimer disease that segregate variants in the SORL1 gene,"Thonberg H, Chiang HH, Lilius L, Forsell C, Lindström AK, Johansson C, Björkström J, Thordardottir S, Sleegers K, Van Broeckhoven C, Rönnbäck A, Graff C",Acta Neuropathol Commun,2017,2017-12-00,2017-06-09,5,1,,10.1186/s40478-017-0441-9,28595629,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform)","Service, Service",fccd51dc1ff549cd87f57650f7ecfb50,https://publications.scilifelab.se/publication/fccd51dc1ff549cd87f57650f7ecfb50,https://doi.org/10.1186/s40478-017-0441-9,https://www.ncbi.nlm.nih.gov/pubmed/28595629
RNA-Seq de novo assembly and differential transcriptome analysis of the nematode Ascaridia galli in relation to in vivo exposure to flubendazole.,"Martis MM, Tarbiat B, Tydén E, Jansson DS, Höglund J",PLoS ONE,2017,2017-11-03,2017-11-03,12,11,e0185182,10.1371/journal.pone.0185182,29099835,Bioinformatics Support and Infrastructure,Collaborative,ecc7551bf07d4ecf930ff13d013aeee3,https://publications.scilifelab.se/publication/ecc7551bf07d4ecf930ff13d013aeee3,https://doi.org/10.1371/journal.pone.0185182,https://www.ncbi.nlm.nih.gov/pubmed/29099835
Deep Convolutional Neural Networks For Detecting Cellular Changes Due To Malignancy,"Wieslander H, Forslid G, Bengtsson E, Wählby C, Hirsch J, Runow Stark C, Kecheril Sadanandan S","The IEEE International Conference on Computer Vision (ICCV), 2017",2017,2017-11-01,2017-09-13,,,,,,BioImage Informatics,Collaborative,0cd49b807b98485fb62dcca6a680aa25,https://publications.scilifelab.se/publication/0cd49b807b98485fb62dcca6a680aa25,,
Cryo-EM reconstruction of the chlororibosome to 3.2 Å resolution within 24 h,"Forsberg BO, Aibara S, Kimanius D, Paul B, Lindahl E, Amunts A",Int Union Crystallogr J IUCr J Int Union Cryst J IUCrJ,2017,2017-11-01,2017-09-22,4,6,,10.1107/s205225251701226x,,Cryo-EM,Service,8ce18e23922244cb80ddedc4e8cf83c2,https://publications.scilifelab.se/publication/8ce18e23922244cb80ddedc4e8cf83c2,https://doi.org/10.1107/s205225251701226x,
Highly HIV-exposed HIV uninfected Kenyan female sex workers display a thick ectocervical epithelium,"Röhl M, Lajoie J, Tjernlund A, Edfeldt G, Wählby C, Boily-Larouche G, Cheruiyot J, Kimani M, Kimani J, Oyugi J, Fowke KR, Broliden K","HIV&Hepatitis Nordic Conference, Stockholm, 2017-09-27-29",2017,2017-11-01,,,,,,,BioImage Informatics,Collaborative,a29d11d5638d409ebe3b76aee7ec77b3,https://publications.scilifelab.se/publication/a29d11d5638d409ebe3b76aee7ec77b3,,
Untreated urban waste contaminates Indian river sediments with resistance genes to last resort antibiotics.,"Marathe NP, Pal C, Gaikwad SS, Jonsson V, Kristiansson E, Larsson DGJ",Water Res.,2017,2017-11-01,2017-07-25,124,,388-397,10.1016/j.watres.2017.07.060,28780361,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Service, Service",f32d433317a047abadcdd972d785fce2,https://publications.scilifelab.se/publication/f32d433317a047abadcdd972d785fce2,https://doi.org/10.1016/j.watres.2017.07.060,https://www.ncbi.nlm.nih.gov/pubmed/28780361
Spheroid segmentation using multiscale deep adversarial networks,"Kecheril Sadanandan S, Karlsson J, Wählby C","The IEEE International Conference on Computer Vision (ICCV), 2017",2017,2017-11-01,2017-09-13,,,36-41,,,BioImage Informatics,Collaborative,fe676690ff9d483394c2d54033ee1aac,https://publications.scilifelab.se/publication/fe676690ff9d483394c2d54033ee1aac,,
High abundance and expression of transposases in bacteria from the Baltic Sea.,"Vigil-Stenman T, Ininbergs K, Bergman B, Ekman M",ISME J,2017,2017-11-00,2017-07-21,11,11,2611-2623,10.1038/ismej.2017.114,28731472,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Service, Service",6fde580c283e4ad29b2f0f852b9d8da2,https://publications.scilifelab.se/publication/6fde580c283e4ad29b2f0f852b9d8da2,https://doi.org/10.1038/ismej.2017.114,https://www.ncbi.nlm.nih.gov/pubmed/28731472
"
            Proteomic Analysis of
            Phytophthora infestans
            Reveals the Importance of Cell Wall Proteins in Pathogenicity
          ","Resjö S, Brus M, Ali A, Meijer HJG, Sandin M, Govers F, Levander F, Grenville-Briggs L, Andreasson E",Mol Cell Proteomics,2017,2017-11-00,2017-09-21,16,11,1958-1971,10.1074/mcp.m116.065656,,Bioinformatics Support and Infrastructure,Collaborative,b08d0d754d43447c84c8ec0f537e56ef,https://publications.scilifelab.se/publication/b08d0d754d43447c84c8ec0f537e56ef,https://doi.org/10.1074/mcp.m116.065656,
Ninety-nine de novo assembled genomes from the moose (Alces alces) rumen microbiome provide new insights into microbial plant biomass degradation.,"Svartström O, Alneberg J, Terrapon N, Lombard V, de Bruijn I, Malmsten J, Dalin AM, El Muller E, Shah P, Wilmes P, Henrissat B, Aspeborg H, Andersson AF",ISME J,2017,2017-11-00,2017-07-21,11,11,2538-2551,10.1038/ismej.2017.108,28731473,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Service, Service",b616130aa5e24ecab64baeba6c16c0a8,https://publications.scilifelab.se/publication/b616130aa5e24ecab64baeba6c16c0a8,https://doi.org/10.1038/ismej.2017.108,https://www.ncbi.nlm.nih.gov/pubmed/28731473
Genome-Based Sexing Provides Clues about Behavior and Social Structure in the Woolly Mammoth,"Pečnerová P, Díez-del-Molino D, Dussex N, Feuerborn T, von Seth J, van der Plicht J, Nikolskiy P, Tikhonov A, Vartanyan S, Dalén L",Current Biology,2017,2017-11-00,2017-11-00,,,,10.1016/j.cub.2017.09.064,,Bioinformatics Long-term Support WABI,Service,dd3127485e334ad7b4b073d0399d4d33,https://publications.scilifelab.se/publication/dd3127485e334ad7b4b073d0399d4d33,https://doi.org/10.1016/j.cub.2017.09.064,
"A nonsense mutation in CEP55 defines a new locus for a Meckel-like syndrome, an autosomal recessive lethal fetal ciliopathy.","Bondeson ML, Ericson K, Gudmundsson S, Ameur A, Pontén F, Wesström J, Frykholm C, Wilbe M",Clin. Genet.,2017,2017-11-00,2017-05-03,92,5,510-516,10.1111/cge.13012,28295209,"Bioinformatics Compute and Storage, NGI Uppsala (Uppsala Genome Center), Tissue Profiling","Service, Service, Collaborative",e4168f55062149c1a8899883a4b45ce9,https://publications.scilifelab.se/publication/e4168f55062149c1a8899883a4b45ce9,https://doi.org/10.1111/cge.13012,https://www.ncbi.nlm.nih.gov/pubmed/28295209
SweGen: a whole-genome data resource of genetic variability in a cross-section of the Swedish population.,"Ameur A, Dahlberg J, Olason P, Vezzi F, Karlsson R, Martin M, Viklund J, Kähäri AK, Lundin P, Che H, Thutkawkorapin J, Eisfeldt J, Lampa S, Dahlberg M, Hagberg J, Jareborg N, Liljedahl U, Jonasson I, Johansson Å, Feuk L, Lundeberg J, Syvänen AC, Lundin S, Nilsson D, Nystedt B, Magnusson PK, Gyllensten U",Eur. J. Hum. Genet.,2017,2017-11-00,2017-08-23,25,11,1253-1260,10.1038/ejhg.2017.130,28832569,"Bioinformatics Compute and Storage, Bioinformatics Long-term Support WABI, Bioinformatics Support and Infrastructure, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), NGI Uppsala (SNP&SEQ Technology Platform), NGI Uppsala (Uppsala Genome Center)","Service, Collaborative, Collaborative, Service, Service, Service, Service",f892ff63669141bc8f46e7fd8d8fde48,https://publications.scilifelab.se/publication/f892ff63669141bc8f46e7fd8d8fde48,https://doi.org/10.1038/ejhg.2017.130,https://www.ncbi.nlm.nih.gov/pubmed/28832569
Institutional profile: the national Swedish academic drug discovery & development platform at SciLifeLab.,"Arvidsson PI, Sandberg K, Sakariassen KS",Future Sci. OA,2017,2017-10-30,2017-04-07,"3(2), FSO176",2,,10.4155/fsoa-2017-0013,28670468,Drug Discovery and Development (DDD),Technology development,3b92b628f3a047ae876c047ca9e89421,https://publications.scilifelab.se/publication/3b92b628f3a047ae876c047ca9e89421,https://doi.org/10.4155/fsoa-2017-0013,https://www.ncbi.nlm.nih.gov/pubmed/28670468
Combined x-ray crystallography and computational modeling approach to investigate the Hsp90 C-terminal peptide binding to FKBP51.,"Kumar R, Moche M, Winblad B, Pavlov PF",Sci Rep,2017,2017-10-27,2017-10-27,7,1,14288,10.1038/s41598-017-14731-z,29079741,Protein Science Facility (PSF),Collaborative,15afba9fe77f49b9a4b972893156fd87,https://publications.scilifelab.se/publication/15afba9fe77f49b9a4b972893156fd87,https://doi.org/10.1038/s41598-017-14731-z,https://www.ncbi.nlm.nih.gov/pubmed/29079741
Single-molecule DNA sequencing of acute myeloid leukemia and myelodysplastic syndromes with multiple TP53 alterations,"Lodé L, Ameur A, Coste T, Ménard A, Richebourg S, Gaillard JB, Le Bris Y, Béné MC, Lavabre-Bertrand T, Soussi T",Haematologica,2017,2017-10-27,2017-10-27,,,haematol.2017.176719,10.3324/haematol.2017.176719,29079597,"Bioinformatics Compute and Storage, NGI Uppsala (Uppsala Genome Center)","Service, Service",bd644fbe8cb34c1b8cb3acf65d68112f,https://publications.scilifelab.se/publication/bd644fbe8cb34c1b8cb3acf65d68112f,https://doi.org/10.3324/haematol.2017.176719,https://www.ncbi.nlm.nih.gov/pubmed/29079597
Crystal structures of OrfX2 and P47 from a Botulinum neurotoxin OrfX type gene cluster.,"Gustafsson R, Berntsson RP, Martínez-Carranza M, El Tekle G, Odegrip R, Johnson EA, Stenmark P",FEBS Lett.,2017,2017-10-25,2017-10-25,,,,10.1002/1873-3468.12889,29067689,Protein Science Facility (PSF),Service,07fa3c7a29984994a92f7ce91aba03a0,https://publications.scilifelab.se/publication/07fa3c7a29984994a92f7ce91aba03a0,https://doi.org/10.1002/1873-3468.12889,https://www.ncbi.nlm.nih.gov/pubmed/29067689
Thiol-ene-epoxy thermoset for low-temperature bonding to biofunctionalized microarray surfaces.,"Zhou XC, Sjöberg R, Druet A, Schwenk JM, van der Wijngaart W, Haraldsson T, Carlborg CF",Lab Chip,2017,2017-10-25,2017-10-05,17,21,3672-3681,10.1039/c7lc00652g,28975170,Autoimmunity Profiling,Technology development,34f2371179704c95b05bc42435907de7,https://publications.scilifelab.se/publication/34f2371179704c95b05bc42435907de7,https://doi.org/10.1039/c7lc00652g,https://www.ncbi.nlm.nih.gov/pubmed/28975170
Efficient protein production by yeast requires global tuning of metabolism.,"Huang M, Bao J, Hallström BM, Petranovic D, Nielsen J",Nat Commun,2017,2017-10-25,2017-10-25,8,1,1131,10.1038/s41467-017-00999-2,29070809,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Service, Service",37e3547dbecb415db8dc52713feb0b69,https://publications.scilifelab.se/publication/37e3547dbecb415db8dc52713feb0b69,https://doi.org/10.1038/s41467-017-00999-2,https://www.ncbi.nlm.nih.gov/pubmed/29070809
Polysome-profiling in small tissue samples.,"Liang S, Bellato HM, Lorent J, Lupinacci FCS, Oertlin C, van Hoef V, Andrade VP, Roffé M, Masvidal L, Hajj GNM, Larsson O",Nucleic Acids Res.,2017,2017-10-23,2017-10-23,,,,10.1093/nar/gkx940,29069469,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Service, Service",293919f0d9c348b6b68db3fa0960d649,https://publications.scilifelab.se/publication/293919f0d9c348b6b68db3fa0960d649,https://doi.org/10.1093/nar/gkx940,https://www.ncbi.nlm.nih.gov/pubmed/29069469
Below-ground organic matter accumulation along a boreal forest fertility gradient relates to guild interaction within fungal communities,"Kyaschenko J, Clemmensen KE, Karltun E, Lindahl BD",Ecol Lett,2017,2017-10-22,2017-10-22,,,,10.1111/ele.12862,,"Bioinformatics Compute and Storage, NGI Uppsala (Uppsala Genome Center)","Service, Service",adde1bb6b8a84b5f8b2a912e531bec19,https://publications.scilifelab.se/publication/adde1bb6b8a84b5f8b2a912e531bec19,https://doi.org/10.1111/ele.12862,
"Proteomic analysis of cell cycle progression in asynchronous cultures, including mitotic subphases, using PRIMMUS","Ly T, Whigham A, Clarke R, Brenes-Murillo AJ, Estes B, Madhessian D, Lundberg E, Wadsworth P, Lamond AI",Elife,2017,2017-10-20,2017-10-20,6,,,10.7554/elife.27574,,Cell Profiling,Collaborative,284397d670c047c6b81434e6154d6b8a,https://publications.scilifelab.se/publication/284397d670c047c6b81434e6154d6b8a,https://doi.org/10.7554/elife.27574,
Heterogeneous Patterns of Genetic Diversity and Differentiation in European and Siberian Chiffchaff (Phylloscopus collybita abietinus / P. tristis).,"Talla V, Kalsoom F, Shipilina D, Marova I, Backström N",G3 (Bethesda),2017,2017-10-20,2017-10-20,,,,10.1534/g3.117.300152,29054864,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production)","Service, Service",812369ae8ecd493db7a2b7cb3c8387f9,https://publications.scilifelab.se/publication/812369ae8ecd493db7a2b7cb3c8387f9,https://doi.org/10.1534/g3.117.300152,https://www.ncbi.nlm.nih.gov/pubmed/29054864
Effects of long-term low oxygen tension in human chondrosarcoma cells,"Piltti J, Bygdell J, Qu C, Lammi MJ",J. Cell. Biochem.,2017,2017-10-18,2017-10-18,,,,10.1002/jcb.26394,28865129,Bioinformatics Support and Infrastructure,Collaborative,8325168daff7463fa7e0e4657bd6d96a,https://publications.scilifelab.se/publication/8325168daff7463fa7e0e4657bd6d96a,https://doi.org/10.1002/jcb.26394,https://www.ncbi.nlm.nih.gov/pubmed/28865129
"Strong impact on plasma protein profiles by precentrifugation delay but not by repeated freeze-thaw cycles, as analyzed using multiplex proximity extension assays.","Shen Q, Björkesten J, Galli J, Ekman D, Broberg J, Nordberg N, Tillander A, Kamali-Moghaddam M, Tybring G, Landegren U",Clin. Chem. Lab. Med.,2017,2017-10-17,2017-10-17,,,,10.1515/cclm-2017-0648,29040064,PLA Proteomics,Technology development,e171d67a72f94e2bbaf1c1aa3ee39197,https://publications.scilifelab.se/publication/e171d67a72f94e2bbaf1c1aa3ee39197,https://doi.org/10.1515/cclm-2017-0648,https://www.ncbi.nlm.nih.gov/pubmed/29040064
